"","ANGER","ANXIETY","BAD","BITTER","BLACK","BLUE","BRIGHT","BROWN","COOKED","DARK","DESIRE","ENVY","FEAR","FRESH","GLOOMY","GOOD","GREEN","GRIEF","HAPPY","HATE","HOPE","JOY","LIGHT","LIKE","LOVE","MERRY","ORANGE","PITY","PROUD","PURPLE","RAW","RED","REGRET","RIPE","ROTTEN","SAD","SALT","SALTY","SHAME","SOUR","SPICY","SURPRISED","SWEET","TASTE","UNRIPE","WANT","WHITE","WORRY","YELLOW","GREY","TASTY"
"MERRY",0.385416666666667,0.342379504993487,0.348562152133581,0.316267730496454,0.0523513753327417,0.134141156462585,0.747116237799468,0.09375,0.113732993197279,0.138297872340426,0.556760204081633,0.288265306122449,0.350552721088435,0.395833333333333,0.50998697351281,0.728614850195397,0.113732993197279,0.360544217687074,0.903628117913832,0.418367346938776,0.735581188997338,0.904170363797693,0.463209219858156,0.521493703864525,0.744897959183674,1,0.106575963718821,0.358156028368794,0.607780612244898,0.166739036039948,0.126441881100266,0.206207482993197,0.290924880590534,0.175170068027211,0.136126791141989,0.470748299319728,0.0849600709849156,0.157719609582963,0.368351063829787,0.183673469387755,0.183673469387755,0.589539007092199,0.521059487624837,0.185374149659864,0.105053191489362,0.33717834960071,0.205569727891157,0.448979591836735,0.126441881100266,0.108695652173913,0.357142857142857
"ORANGE",0.0104166666666667,0,0.0410289115646258,0.178793256433008,0.73881893182805,0.804634353741496,0.449630916196265,0.885149804602692,0.371386054421769,0.365986394557824,0.0308248299319729,0.0410289115646258,0.0104166666666667,0.41156462585034,0.0842379504993487,0.123724489795918,0.824192176870748,0.0625,0.126108156028369,0,0.0944986690328307,0.136561007381676,0.346051464063886,0.0416666666666667,0.0418882978723404,0.106575963718821,1,0,0.0724914965986397,0.851818988464951,0.250976986539297,0.834608843537415,0.0204081632653061,0.552540165002171,0.185799319727891,0.0416666666666667,0.329931972789115,0.26530612244898,0.0102040816326531,0.375,0.370535714285715,0.0829353017802868,0.396005210594876,0.410603371783496,0.453231292517007,0.0421195652173913,0.728614850195397,0.0306122448979592,0.906675170068028,0.690688775510204,0.406802721088436
"PITY",0.649447278911565,0.681898846495119,0.552083333333333,0.391581632653061,0.124185844550586,0.207989578810247,0.114850195397308,0.104646113764655,0.0510204081632653,0.38623534520191,0.453869047619048,0.65625,0.71875,0.0842945874001775,0.648936170212766,0.309098639455783,0.0826955782312926,0.79421768707483,0.316326530612245,0.673469387755102,0.422406462585034,0.40625,0.0722789115646258,0.343432007400555,0.489795918367347,0.358156028368794,0,1,0.54363873208858,0.0820578231292518,0.229266174554928,0.0208333333333333,0.772959183673469,0.142857142857143,0.372562358276644,0.690688775510204,0.204081632653062,0.284580498866213,0.750118203309693,0.256628787878788,0.165178571428572,0.428571428571428,0.105939716312057,0.135416666666667,0.175595238095238,0.412627551020408,0.0314806773773339,0.793154761904762,0.0310374149659864,0.105496453900709,0.201197870452529
"PROUD",0.510204081632653,0.401998299319728,0.390860692102928,0.285714285714286,0.103316326530612,0.156388642413487,0.464285714285715,0.0518707482993198,0.164965986394558,0.0729166666666667,0.671694764862466,0.515093537414966,0.540352504638219,0.286157941437444,0.371173469387755,0.663265306122449,0.112244897959184,0.469170646982198,0.812418584455058,0.463222789115646,0.757985803016858,0.835034013605442,0.184736394557824,0.595011337868481,0.75,0.607780612244898,0.0724914965986397,0.54363873208858,1,0.154761904761905,0.0618622448979591,0.0510204081632653,0.478260869565218,0.179299645390071,0.113095238095238,0.494902482269504,0.0829636202307011,0.145833333333333,0.583586626139817,0.175807823129252,0.134353741496599,0.755102040816326,0.302431610942249,0.0933248299319726,0.125,0.443877551020408,0.104166666666667,0.469387755102041,0.0747559893522626,0.0416666666666667,0.236819727891157
"PURPLE",0.0622874149659866,0.0421189752496743,0.0208333333333333,0.0408163265306123,0.85054347826087,0.823491098567086,0.389529724933452,0.809671694764862,0.187147199305254,0.478506296135475,0.0931677018633541,0.0631648936170213,0.0634057971014493,0.147606382978723,0.123724489795918,0.0927051671732523,0.874945722970039,0.0306122448979591,0.105718085106383,0.0208333333333334,0.09375,0.0966697502312673,0.473426870748299,0.0310374149659864,0.143920068027211,0.166739036039948,0.851818988464951,0.0820578231292518,0.154761904761905,1,0.122448979591837,0.876275510204082,0.0510204081632653,0.198653929656969,0.115718627876683,0.0310374149659864,0.0625271385149804,0.0836291038154394,0.0421189752496743,0.0918367346938778,0.115691489361702,0.0944420321320017,0.127717391304348,0.0734250221827862,0.116780045351474,0.0510204081632653,0.72172619047619,0.0306122448979591,0.873558118899733,0.811002661934339,0.107336956521739
"RAW",0.343247937472862,0.217261904761905,0.357142857142857,0.602777777777778,0.165391156462585,0.096527777777778,0.10899814471243,0.224184782608696,0.817460317460317,0.267800453514739,0.221187943262411,0.23703231292517,0.310992578849722,0.74234693877551,0.195578231292517,0.204081632653062,0.361607142857143,0.244897959183673,0.0816326530612245,0.142857142857143,0.136968085106383,0.0842198581560284,0.21875,0.0722970039079464,0.154549319727891,0.126441881100266,0.250976986539297,0.229266174554928,0.0618622448979591,0.122448979591837,1,0.401998299319728,0.278273809523809,0.691489361702127,0.736258865248227,0.259878419452887,0.562744246634824,0.629251700680272,0.204081632653061,0.643552875695733,0.670280612244898,0.149511978704525,0.510855405992184,0.620124113475177,0.836734693877551,0.116237799467614,0.179818594104309,0.237457482993197,0.0510204081632653,0.135258358662614,0.618652112007594
"RED",0.364524533217542,0.113520408163266,0.112244897959184,0.106884057971015,0.799423758865248,0.904438405797102,0.434693877551021,0.826530612244898,0.255102040816326,0.442546583850932,0.102891156462585,0.166666666666667,0.102040816326531,0.26764455782313,0.147163120567376,0.113732993197279,0.927721088435374,0.0722789115646258,0.0612244897959184,0.15,0.0612244897959184,0.0625271385149804,0.426617455492835,0.0308248299319729,0.200576241134752,0.206207482993197,0.834608843537415,0.0208333333333333,0.0510204081632653,0.876275510204082,0.401998299319728,1,0.114850195397308,0.469387755102041,0.146330872774642,0.0816326530612246,0.0937499999999998,0.12677304964539,0.0638864241348714,0.099431818181818,0.381590136054421,0.0625271385149804,0.0737476808905382,0.104211897524968,0.237244897959184,0.0314716312056737,0.812418584455058,0.063386524822695,0.866071428571428,0.73881893182805,0.11756876663709
"REGRET",0.778812056737589,0.783163265306122,0.589317375886525,0.526147959183674,0.135692574902301,0.19092970521542,0.073581560283688,0.115284411636995,0.102465986394558,0.290924880590534,0.505767524401065,0.604166666666667,0.793792517006803,0.105668934240363,0.650085034013606,0.284574468085107,0.0217803030303031,0.749023013460703,0.332638888888889,0.660501700680272,0.47641723356009,0.484693877551021,0.0612244897959184,0.411352040816326,0.516637089618456,0.290924880590534,0.0204081632653061,0.772959183673469,0.478260869565218,0.0510204081632653,0.278273809523809,0.114850195397308,1,0.115284411636995,0.393399913156752,0.777728482697427,0.11756876663709,0.175595238095238,0.86734693877551,0.23703231292517,0.122448979591837,0.479374728614851,0.10643115942029,0.113095238095238,0.176232993197279,0.546542553191489,0.0425531914893617,0.793367346938775,0.0206207482993198,0.13265306122449,0.13718820861678
"RIPE",0.133715986394558,0.177811550151976,0.302865827181937,0.489795918367347,0.123724489795918,0.0933248299319726,0.360544217687074,0.427083333333333,0.712765957446808,0.168589174800355,0.212862318840579,0.0839982269503547,0.103316326530612,0.802214502822405,0.0735996526270082,0.479166666666667,0.445804988662131,0.11756876663709,0.116903283052351,0.134566326530612,0.234693877551021,0.237457482993197,0.322916666666667,0.23703231292517,0.216836734693877,0.175170068027211,0.552540165002171,0.142857142857143,0.179299645390071,0.198653929656969,0.691489361702127,0.469387755102041,0.115284411636995,1,0.825255102040817,0.155232305688233,0.489795918367347,0.548334875115634,0.0722789115646258,0.571645679548415,0.642857142857143,0.0722789115646258,0.679800724637681,0.59826974267968,0.851063829787234,0.205994897959184,0.219062092922275,0.0928996598639457,0.448979591836735,0.15625,0.718410768562744
"ROTTEN",0.358156028368794,0.356057316543639,0.755102040816326,0.660076530612245,0.364090316977855,0.126108156028369,0.125488493269649,0.323273990447243,0.635416666666667,0.478940512375163,0.125922709509336,0.329931972789115,0.227040816326531,0.680851063829788,0.530612244897959,0.361181972789115,0.226828231292517,0.382227891156462,0.103103741496599,0.375,0.114583333333334,0.0724914965986397,0.103316326530612,0.126984126984127,0.125488493269649,0.136126791141989,0.185799319727891,0.372562358276644,0.113095238095238,0.115718627876683,0.736258865248227,0.146330872774642,0.393399913156752,0.825255102040817,1,0.321971341728181,0.357712765957447,0.429680567879326,0.395570994355188,0.749457229700391,0.541901867129831,0.0940078158923142,0.434693877551021,0.5,0.876062925170068,0.122448979591837,0.0516581632653061,0.247236394557823,0.114583333333334,0.125922709509336,0.565306122448979
"SAD",0.772746598639456,0.760095527572731,0.771168041684759,0.536139455782313,0.219496309161962,0.422619047619048,0.163265306122449,0.0816326530612245,0.0612244897959183,0.474277210884354,0.447459834997829,0.526152482269504,0.7405557967868,0.0738224637681161,0.88125,0.5,0.075421472937001,0.937444543034605,0.556787932564331,0.753188775510204,0.448328267477204,0.53656914893617,0.188015631784628,0.316770186335404,0.482697426796805,0.470748299319728,0.0416666666666667,0.690688775510204,0.494902482269504,0.0310374149659864,0.259878419452887,0.0816326530612246,0.777728482697427,0.155232305688233,0.321971341728181,1,0.144982993197279,0.255102040816326,0.73469387755102,0.28125,0.114850195397308,0.479166666666667,0.198219713417282,0.113307823129252,0.134141156462585,0.316576086956522,0.0530168589174801,0.80625,0.0412414965986394,0.317435669920142,0.103528911564626
