"","num_ID","word1","word2","word3","answer","rt"
"150","214","GLOOMY","MERRY","SWEET","SWEET",8326
"151","214","MINUS","MINUS","PLUS","PLUS",1738
"152","214","GLOOMY","BRIGHT","UNRIPE","UNRIPE",4676
"153","214","HATE","BRIGHT","GREEN","HATE",3388
"154","214","RED","RIPE","BITTER","RED",5266
"155","214","RED","RIPE","LIGHT","RIPE",4487
"156","214","EQUAL","PLUS","EQUAL","PLUS",2450
"157","214","ANXIETY","SHAME","ORANGE","ORANGE",1821
"158","214","LIGHT","FRESH","HOPE","HOPE",5439
"159","214","GLOOMY","BROWN","BRIGHT","GLOOMY",3176
"160","214","SALTY","SHAME","MERRY","SALTY",4872
"161","214","WHITE","SHAME","WANT","WHITE",2909
"162","51","RAW","BRIGHT","COOKED","BRIGHT",4087
"163","51","GREEN","BITTER","SPICY","GREEN",3803
"164","51","WHITE","UNRIPE","TASTE","WHITE",4078
"165","51","EQUAL","PLUS","EQUAL","PLUS",2123
"166","51","RED","ANGER","DARK","DARK",2550
"167","51","PLUS","MINUS","MINUS","PLUS",1507
"168","51","RIPE","SAD","SOUR","SAD",2768
"169","51","GLOOMY","BROWN","BAD","BROWN",3813
"170","51","RAW","FEAR","TASTY","FEAR",2300
"171","51","SOUR","FEAR","JOY","SOUR",6354
"172","51","YELLOW","BLACK","BAD","BAD",2357
"173","51","RED","BLUE","WANT","WANT",1351
"174","51","RIPE","WHITE","DESIRE","WHITE",2129
"175","51","HOPE","DESIRE","TASTE","HOPE",5128
"176","51","ANGER","WANT","UNRIPE","UNRIPE",5030
"177","51","YELLOW","BRIGHT","BITTER","BRIGHT",5558
"178","51","BLUE","HATE","GREEN","HATE",1898
"179","51","PROUD","ANXIETY","SOUR","SOUR",1741
"180","51","GREEN","COOKED","GREY","COOKED",6475
"181","51","ANXIETY","PITY","SWEET","SWEET",3642
"182","51","GRIEF","HAPPY","REGRET","HAPPY",5560
"183","51","BLUE","ANGER","BAD","BLUE",4173
"184","51","HATE","LIKE","TASTE","TASTE",2045
"185","51","GLOOMY","BLACK","PITY","BLACK",2462
"186","51","GOOD","SALTY","JOY","SALTY",2061
"187","51","SALTY","BAD","SPICY","BAD",2068
"188","51","ROTTEN","SWEET","TASTY","ROTTEN",3794
"189","272","WHITE","SOUR","WORRY","WHITE",7033
"190","272","RAW","SWEET","TASTY","RAW",3819
"191","272","RAW","PURPLE","FEAR","PURPLE",4086
"192","272","SALT","SURPRISED","TASTY","SURPRISED",1978
"193","272","ANGER","GOOD","SOUR","GOOD",5255
"194","272","JOY","COOKED","ROTTEN","JOY",2495
"195","272","ANXIETY","GOOD","WORRY","GOOD",2622
"196","272","RIPE","GOOD","TASTY","RIPE",5340
"197","272","ANXIETY","SHAME","JOY","JOY",2229
"198","272","RIPE","BLACK","HOPE","RIPE",3621
"199","272","ANXIETY","MERRY","SWEET","ANXIETY",2285
"200","272","ANGER","DARK","GREY","ANGER",3963
"201","272","SALTY","HOPE","REGRET","SALTY",2120
"202","272","BRIGHT","FEAR","TASTY","TASTY",5391
"203","272","MINUS","PLUS","MINUS","PLUS",1886
"204","272","RIPE","RAW","TASTY","RAW",5747
"205","272","WHITE","LOVE","ROTTEN","WHITE",2989
"206","272","SALT","JOY","ENVY","SALT",2998
"207","272","PLUS","EQUAL","EQUAL","PLUS",2466
"208","272","RAW","LOVE","TASTY","LOVE",2374
"209","272","SHAME","UNRIPE","GREY","UNRIPE",5029
"210","272","PROUD","GREEN","BAD","GREEN",2742
"211","272","GLOOMY","SALTY","JOY","SALTY",2788
"212","272","GLOOMY","FEAR","SPICY","SPICY",2929
"213","272","GLOOMY","LIKE","WANT","GLOOMY",2412
"214","272","SALT","TASTE","SURPRISED","SURPRISED",1657
"215","272","FRESH","SHAME","DESIRE","FRESH",3767
"216","292","PROUD","SOUR","MERRY","SOUR",8091
"217","292","GREEN","JOY","SURPRISED","GREEN",5776
"218","292","FRESH","WORRY","ORANGE","WORRY",4647
"219","292","GRIEF","LOVE","SWEET","GRIEF",5404
"220","292","ANXIETY","WHITE","SOUR","WHITE",5427
"221","292","GREEN","JOY","ROTTEN","JOY",9523
"222","292","PITY","LOVE","ENVY","ENVY",14412
"223","292","MINUS","MINUS","PLUS","PLUS",2432
"224","292","GRIEF","LOVE","FEAR","LOVE",7676
"225","292","FEAR","GREEN","MERRY","FEAR",5127
"226","292","LOVE","LIKE","HAPPY","HAPPY",7621
"227","292","HATE","FRESH","ENVY","FRESH",14575
"228","292","SOUR","WORRY","TASTE","WORRY",8552
"229","292","SALT","FEAR","GREY","SALT",13055
"230","292","HATE","RAW","REGRET","HATE",10790
"231","292","EQUAL","PLUS","EQUAL","PLUS",3537
"232","292","BLUE","SHAME","FEAR","BLUE",21063
"233","292","SALT","PROUD","PURPLE","SALT",17135
"234","292","GLOOMY","BLACK","GREY","GLOOMY",5129
"235","292","GRIEF","JOY","HOPE","GRIEF",6539
"236","292","SAD","FRESH","GREY","FRESH",6929
"237","292","ANXIETY","GREEN","BITTER","GREEN",5715
"238","292","LOVE","UNRIPE","TASTE","LOVE",9697
"239","292","PITY","SOUR","ORANGE","ORANGE",10639
"240","292","YELLOW","ANGER","SURPRISED","YELLOW",10962
"241","292","WHITE","WANT","TASTE","WHITE",14082
"242","292","PROUD","HAPPY","BAD","BAD",9528
"243","125","YELLOW","FRESH","HOPE","HOPE",13323
"244","125","RAW","SOUR","TASTE","RAW",8217
"245","125","PURPLE","WORRY","UNRIPE","WORRY",8715
"246","125","SALTY","DARK","SWEET","DARK",5978
"247","125","MINUS","MINUS","PLUS","PLUS",2348
"248","125","YELLOW","GLOOMY","SHAME","YELLOW",4908
"249","125","EQUAL","EQUAL","PLUS","PLUS",1649
"250","125","RED","ANGER","SALTY","SALTY",3603
"251","125","FRESH","SOUR","SPICY","FRESH",3060
"252","125","GRIEF","ANGER","WORRY","ANGER",15654
"253","125","RED","SALTY","HOPE","HOPE",5005
"254","125","RIPE","GOOD","WORRY","RIPE",6404
"255","125","RAW","FEAR","REGRET","RAW",4596
"256","125","LOVE","BRIGHT","HAPPY","LOVE",6212
"257","125","HATE","LIKE","SWEET","SWEET",3069
"258","125","ANXIETY","JOY","HOPE","ANXIETY",2328
"259","125","ANXIETY","SHAME","BRIGHT","BRIGHT",2070
"260","125","BRIGHT","DARK","BITTER","BITTER",5181
"261","125","GOOD","JOY","DARK","DARK",7145
"262","125","BROWN","WORRY","HOPE","BROWN",3885
"263","125","FEAR","MERRY","SWEET","FEAR",8136
"264","125","SAD","SURPRISED","GREY","GREY",2287
"265","125","SOUR","SHAME","FEAR","SOUR",5907
"266","125","SHAME","DARK","SURPRISED","DARK",4910
"267","125","SHAME","GREEN","HOPE","GREEN",3901
"268","125","ANXIETY","WORRY","ENVY","ENVY",3316
"269","125","BLUE","WHITE","TASTE","TASTE",1825
"270","278","RIPE","REGRET","ENVY","RIPE",5318
"271","278","RED","LIGHT","SAD","SAD",3762
"272","278","ANGER","BROWN","PURPLE","ANGER",3563
"273","278","PITY","ROTTEN","SURPRISED","SURPRISED",8433
"274","278","YELLOW","GOOD","LOVE","YELLOW",3520
"275","278","LIGHT","BROWN","SURPRISED","SURPRISED",3717
"276","278","SALTY","PURPLE","BITTER","PURPLE",3329
"277","278","MINUS","MINUS","PLUS","PLUS",3427
"278","278","LIGHT","SAD","LIKE","LIGHT",6199
"279","278","WHITE","MERRY","BAD","BAD",11390
"280","278","SOUR","DARK","COOKED","DARK",12659
"281","278","RAW","UNRIPE","SPICY","SPICY",10453
"282","278","ANXIETY","SOUR","TASTY","ANXIETY",3075
"283","278","EQUAL","PLUS","EQUAL","PLUS",3010
"284","278","GOOD","SWEET","GREY","GREY",2377
"285","278","ANGER","GLOOMY","SWEET","SWEET",25093
"286","278","RAW","SHAME","COOKED","SHAME",2428
"287","278","GLOOMY","SOUR","JOY","JOY",2828
"288","278","ANXIETY","LIGHT","WORRY","LIGHT",2552
"289","278","WHITE","FRESH","LOVE","LOVE",5410
"290","278","RIPE","LIKE","GREY","GREY",12076
"291","278","BLUE","RIPE","WANT","BLUE",3511
"292","278","GLOOMY","SHAME","ENVY","GLOOMY",5478
"293","278","ANGER","SALTY","BAD","SALTY",3753
"294","278","SALT","LOVE","COOKED","SALT",2456
"295","278","LIGHT","LIKE","BAD","BAD",11586
"296","278","PITY","LIKE","BRIGHT","PITY",14645
"297","195","LOVE","HOPE","UNRIPE","UNRIPE",12384
"298","195","SOUR","SHAME","REGRET","SOUR",13174
"299","195","PURPLE","GREEN","SPICY","SPICY",7691
"300","195","EQUAL","EQUAL","PLUS","PLUS",7553
"301","195","GLOOMY","BRIGHT","SURPRISED","SURPRISED",13643
"302","195","ANXIETY","GLOOMY","DARK","ANXIETY",10480
"303","195","HATE","REGRET","TASTY","TASTY",10692
"304","195","MINUS","MINUS","PLUS","PLUS",6250
"305","195","ANGER","SALTY","LOVE","SALTY",12029
"306","195","GRIEF","PITY","WORRY","PITY",30489
"307","195","GRIEF","GLOOMY","SOUR","SOUR",11444
"308","195","GLOOMY","GREEN","DESIRE","DESIRE",15544
"309","195","ANXIETY","WANT","DESIRE","WANT",18521
"310","195","SOUR","DESIRE","SPICY","DESIRE",12664
"311","195","ANXIETY","JOY","BITTER","BITTER",20644
"312","195","LIKE","DESIRE","SWEET","SWEET",23799
"313","195","SALT","GOOD","JOY","SALT",16638
"314","195","GRIEF","GLOOMY","SHAME","SHAME",16030
"315","195","HATE","PURPLE","SWEET","PURPLE",16624
"316","195","HATE","SHAME","BRIGHT","BRIGHT",12741
"317","195","GLOOMY","PURPLE","BLACK","GLOOMY",8997
"318","195","GRIEF","RAW","GREEN","RAW",22324
"319","195","HATE","GRIEF","WANT","WANT",14159
"320","195","BLUE","GRIEF","DARK","GRIEF",13418
"321","195","ANXIETY","FRESH","UNRIPE","ANXIETY",12945
"322","195","GRIEF","GLOOMY","RAW","RAW",12872
"323","195","LIGHT","ORANGE","ROTTEN","ROTTEN",13158
"324","123","SALTY","HAPPY","BAD","SALTY",16059
"325","123","DARK","SPICY","ROTTEN","SPICY",4280
"326","123","COOKED","REGRET","UNRIPE","REGRET",3117
"327","123","ANGER","FRESH","SPICY","ANGER",4779
"328","123","RIPE","ANGER","REGRET","RIPE",3615
"329","123","RAW","SAD","ROTTEN","SAD",4691
"330","123","SAD","WANT","BITTER","BITTER",4728
"331","123","GRIEF","RAW","SURPRISED","RAW",6422
"332","123","PURPLE","GREEN","UNRIPE","UNRIPE",2400
"333","123","BLUE","GLOOMY","SAD","BLUE",3881
"334","123","GRIEF","RIPE","BLACK","GRIEF",3684
"335","123","GRIEF","RAW","BAD","RAW",3583
"336","123","GOOD","SHAME","REGRET","GOOD",3244
"337","123","RED","FRESH","LOVE","FRESH",3310
"338","123","PROUD","GLOOMY","GOOD","GOOD",5224
"339","123","MINUS","PLUS","MINUS","PLUS",3014
"340","123","FRESH","REGRET","BITTER","REGRET",6469
"341","123","RAW","SPICY","ENVY","ENVY",9445
"342","123","RIPE","BROWN","SALTY","BROWN",4017
"343","123","SALTY","DARK","HAPPY","SALTY",4117
"344","123","ANGER","GOOD","PITY","GOOD",3746
"345","123","SALT","BROWN","HAPPY","HAPPY",5699
"346","123","ANGER","SURPRISED","TASTY","TASTY",2863
"347","123","BRIGHT","HOPE","TASTE","TASTE",2250
"348","123","ANGER","GREY","TASTY","GREY",2597
"349","123","PLUS","EQUAL","EQUAL","PLUS",3201
"350","123","ANGER","PURPLE","DESIRE","PURPLE",3931
"351","55","BLACK","WANT","ROTTEN","WANT",2919
"352","55","GRIEF","GLOOMY","PITY","PITY",6189
"353","55","GRIEF","BLACK","REGRET","BLACK",2978
"354","55","HATE","JOY","TASTE","TASTE",1544
"355","55","BROWN","GREEN","SURPRISED","SURPRISED",1277
"356","55","WHITE","LIKE","ENVY","WHITE",1975
"357","55","GLOOMY","RAW","SPICY","GLOOMY",1897
"358","55","PLUS","EQUAL","EQUAL","PLUS",1550
"359","55","RAW","REGRET","SPICY","REGRET",4687
"360","55","GLOOMY","COOKED","BITTER","GLOOMY",1234
"361","55","RIPE","PURPLE","TASTE","PURPLE",1474
"362","55","BLACK","ORANGE","BAD","BAD",1470
"363","55","JOY","REGRET","BITTER","BITTER",2601
"364","55","ANGER","FRESH","WORRY","FRESH",3926
"365","55","PLUS","MINUS","MINUS","PLUS",1085
"366","55","GLOOMY","JOY","SWEET","GLOOMY",2795
"367","55","ORANGE","GREY","TASTY","TASTY",6675
"368","55","WORRY","SPICY","ROTTEN","WORRY",3074
"369","55","GRIEF","RIPE","BRIGHT","GRIEF",3577
"370","55","WHITE","GOOD","SALTY","WHITE",5421
"371","55","RED","BRIGHT","BITTER","BITTER",8574
"372","55","BLUE","SALTY","BRIGHT","SALTY",4490
"373","55","ANGER","GLOOMY","GREY","GREY",1697
"374","55","GLOOMY","LIKE","ROTTEN","LIKE",4286
"375","55","RED","GLOOMY","SWEET","RED",10667
"376","55","ANXIETY","REGRET","SURPRISED","SURPRISED",5782
"377","55","BLACK","BITTER","TASTY","TASTY",1997
"378","335","FRESH","BRIGHT","SPICY","SPICY",6581
"379","335","YELLOW","BLUE","GOOD","GOOD",2200
"380","335","BLUE","GOOD","ORANGE","GOOD",2236
"381","335","WHITE","PITY","GREEN","PITY",2157
"382","335","SHAME","DESIRE","TASTE","SHAME",7374
"383","335","BLUE","BRIGHT","SPICY","SPICY",2423
"384","335","RAW","GOOD","BITTER","GOOD",3687
"385","335","GRIEF","LIGHT","GREY","GRIEF",3729
"386","335","SALTY","SHAME","JOY","JOY",4288
"387","335","WHITE","SOUR","BITTER","WHITE",3416
"388","335","RIPE","WHITE","REGRET","WHITE",3671
"389","335","RIPE","UNRIPE","BAD","RIPE",5541
"390","335","RIPE","TASTE","SPICY","RIPE",2748
"391","335","RED","SOUR","HAPPY","RED",9476
"392","335","SAD","WORRY","DARK","WORRY",5926
"393","335","PURPLE","FEAR","HAPPY","PURPLE",6084
"394","335","LIGHT","ANGER","BROWN","ANGER",5947
"395","335","DARK","HOPE","SPICY","SPICY",3053
"396","335","LIGHT","BAD","DESIRE","BAD",7655
"397","335","WHITE","SWEET","GREY","SWEET",4149
"398","335","HATE","ANGER","SPICY","SPICY",2456
"399","335","PROUD","HAPPY","SWEET","SWEET",6947
"400","335","MINUS","MINUS","PLUS","PLUS",2064
"401","335","GLOOMY","TASTE","SWEET","GLOOMY",6653
"402","335","EQUAL","PLUS","EQUAL","PLUS",2331
"403","335","BROWN","HAPPY","HOPE","BROWN",6238
"404","335","LIGHT","SAD","UNRIPE","LIGHT",9428
"405","186","SOUR","FEAR","GREEN","GREEN",3974
"406","186","PITY","TASTE","ENVY","TASTE",2602
"407","186","FRESH","HAPPY","UNRIPE","HAPPY",9195
"408","186","GLOOMY","SHAME","DARK","DARK",3417
"409","186","EQUAL","EQUAL","PLUS","PLUS",1290
"410","186","PROUD","SALTY","TASTY","PROUD",11755
"411","186","BLACK","LOVE","ORANGE","LOVE",2483
"412","186","RAW","DARK","ORANGE","DARK",1969
"413","186","GOOD","LIKE","TASTY","LIKE",12611
"414","186","SOUR","HOPE","SPICY","HOPE",1636
"415","186","REGRET","SURPRISED","SWEET","SWEET",7458
"416","186","RIPE","WANT","DESIRE","RIPE",4923
"417","186","RED","BLACK","PITY","PITY",1538
"418","186","JOY","DARK","BAD","DARK",3667
"419","186","GRIEF","BITTER","DESIRE","BITTER",6419
"420","186","YELLOW","PURPLE","WANT","WANT",1458
"421","186","RED","JOY","BITTER","JOY",2243
"422","186","HAPPY","REGRET","GREY","REGRET",2517
"423","186","ANXIETY","ANGER","JOY","JOY",11676
"424","186","PURPLE","COOKED","TASTE","PURPLE",2935
"425","186","GOOD","LOVE","UNRIPE","LOVE",3715
"426","186","PROUD","LIGHT","UNRIPE","PROUD",7570
"427","186","ANGER","JOY","BITTER","JOY",5417
"428","186","PROUD","PITY","UNRIPE","UNRIPE",5498
"429","186","HATE","RAW","BRIGHT","RAW",6450
"430","186","MINUS","PLUS","MINUS","PLUS",3179
"431","186","PROUD","PITY","GREY","GREY",3451
"459","135","YELLOW","RED","BLUE","BLUE",14283
"460","135","GOOD","PURPLE","COOKED","PURPLE",14438
"461","135","SOUR","BRIGHT","ROTTEN","BRIGHT",2729
"462","135","SALT","SALTY","FEAR","FEAR",1748
"463","135","PURPLE","ENVY","TASTY","ENVY",10013
"464","135","PLUS","EQUAL","EQUAL","PLUS",1729
"465","135","PURPLE","WORRY","COOKED","WORRY",3108
"466","135","RED","DESIRE","TASTE","RED",5673
"467","135","PROUD","BLUE","GRIEF","GRIEF",7256
"468","135","BLACK","SOUR","ROTTEN","BLACK",4922
"469","135","GRIEF","SALTY","SHAME","SALTY",3570
"470","135","RIPE","LIGHT","WORRY","WORRY",11324
"471","135","WHITE","SAD","DARK","SAD",2286
"472","135","SALT","HOPE","DESIRE","SALT",2778
"473","135","MINUS","PLUS","MINUS","PLUS",1699
"474","135","PROUD","JOY","GREY","GREY",2006
"475","135","RIPE","ANGER","BITTER","ANGER",2332
"476","135","BLUE","BRIGHT","MERRY","MERRY",2864
"477","135","FRESH","ORANGE","ENVY","ENVY",2237
"478","135","FRESH","GREEN","MERRY","MERRY",3336
"479","135","GRIEF","PITY","DARK","DARK",3012
"480","135","ANXIETY","BROWN","COOKED","ANXIETY",5754
"481","135","BROWN","FEAR","BAD","BROWN",5761
"482","135","ANXIETY","PITY","WANT","WANT",2186
"483","135","FEAR","HOPE","BAD","BAD",2396
"484","135","RIPE","GREEN","MERRY","MERRY",2835
"485","135","RIPE","MERRY","ROTTEN","MERRY",2958
"486","304","GRIEF","COOKED","GREY","GRIEF",8282
"487","304","GREEN","UNRIPE","DESIRE","DESIRE",2576
"488","304","ANGER","TASTE","ENVY","TASTE",3518
"489","304","SHAME","REGRET","UNRIPE","UNRIPE",3157
"490","304","SOUR","DARK","BAD","SOUR",6642
"491","304","BROWN","SHAME","BRIGHT","BROWN",8869
"492","304","SOUR","COOKED","DESIRE","DESIRE",5639
"493","304","RED","PITY","BRIGHT","PITY",3565
"494","304","MINUS","PLUS","MINUS","PLUS",2739
"495","304","PITY","SOUR","SURPRISED","PITY",12241
"496","304","PROUD","LIGHT","SPICY","PROUD",5391
"497","304","RED","RAW","ORANGE","RAW",2548
"498","304","FRESH","BLACK","DARK","FRESH",4037
"499","304","GLOOMY","FRESH","TASTE","TASTE",6404
"500","304","RIPE","RAW","SALTY","SALTY",5364
"501","304","YELLOW","ANGER","WORRY","YELLOW",2179
"502","304","GLOOMY","WORRY","SHAME","GLOOMY",6021
"503","304","RIPE","BLACK","SHAME","SHAME",7131
"504","304","HATE","LOVE","GREEN","GREEN",1875
"505","304","ANXIETY","DARK","COOKED","ANXIETY",5144
"506","304","LIGHT","RAW","BROWN","BROWN",2429
"507","304","YELLOW","SHAME","ROTTEN","YELLOW",10197
"508","304","PROUD","ANGER","MERRY","ANGER",8744
"509","304","LIGHT","LOVE","UNRIPE","LOVE",8373
"510","304","PLUS","EQUAL","EQUAL","PLUS",1762
"511","304","FRESH","DARK","ENVY","FRESH",14370
"512","304","PROUD","ANGER","WORRY","PROUD",3427
"513","237","GOOD","LIKE","ORANGE","ORANGE",3395
"514","237","BLUE","ANGER","BITTER","BLUE",7918
