"","","Abkhaz-Adyge","Abun","Afro-Asiatic","Aikanã","Ainu","Ambakich","Amto-Musan","Angan","Anim","Ap Ma","Arafundi","Araucanian","Arawakan","Athabaskan-Eyak-Tlingit","Atlantic-Congo","Austroasiatic","Austronesian","Aymaran","Baining","Bangime","Barbacoan","Basque","Bilua","Bogaya","Bookkeeping","Boran","Border","Bosavi","Bulaka River","Burmeso","Burushaski","Camsá","Cariban","Cayubaba","Chapacuran","Chibchan","Chicham","Chiquitano","Chocoan","Chonan","Chukotko-Kamchatkan","Cofán","Dagan","Damal","Dem","Dibiyaso","Dogon","Doso-Turumsa","Dravidian","Duna","East Bird's Head","East Kutubu","East Strickland","Eastern Trans-Fly","Elamite","Eleman","Elseng","Eskimo-Aleut","Fasu","Geelvink Bay","Goilalan","Greater Kwerba","Guahiboan","Guaicuruan","Haida","Hatam-Mansim","Hmong-Mien","Hruso","Huitotoan","Inanwatan","Indo-European","Itonama","Japonic","Jodi-Saliban","Kaki Ae","Kakua-Nukak","Kamula-Elevala","Kapori","Karok","Kartvelian","Kaure-Narau","Kawesqar","Kayagaric","Kehu","Kibiri","Kiwaian","Koiarian","Kol (Papua New Guinea)","Kolopom","Konda-Yahadian","Koreanic","Kosadle","Kunza","Kuot","Kwalean","Kwaza","Lakes Plain","Lavukaleve","Leco","Left May","Lengua-Mascoy","Lower Sepik-Ramu","Mailuan","Mairasic","Mande","Manubaran","Marori","Matacoan","Mawes","Mayan","Maybrat-Karon","Mixed Language","Molof","Mombum-Koneraw","Mongolic","Mor (Bomberai Peninsula)","Morehead-Wasur","Mosetén-Chimané","Movima","Mpur","Nadahup","Nakh-Daghestanian","Nambiquaran","Namla-Tofanma","Ndu","Nimboranic","Nivkh","North Halmahera","Nubian","Nuclear Torricelli","Nuclear Trans New Guinea","Nuclear-Macro-Je","Odiai","Otomanguean","Páez","Pahoturi","Pama-Nyungan","Pano-Tacanan","Papi","Pauwasi","Pawaia","Peba-Yagua","Piawi","Pidgin","Puelche","Puinave","Pumé","Purari","Pyu","Quechuan","Saharan","Salishan","Sause","Savosavo","Senagi","Sentanic","Sepik","Seri","Sino-Tibetan","Sko","Somahai","Songhay","South Bird's Head Family","Suki-Gogodala","Tabo","Tai-Kadai","Tambora","Tanahmerah","Taulil-Butam","Teberan","Timor-Alor-Pantar","Tor-Orya","Touo","Trumai","Tsimshian","Tucanoan","Tungusic","Tupian","Turama-Kikori","Turkic","Uralic","Uru-Chipaya","Usku","Uto-Aztecan","Wakashan","Walioic","Waorani","West Bird's Head","West Bomberai","Wiru","Yale","Yámana","Yanomamic","Yareban","Yawa-Saweru","Yeniseian","Yetfa","Yuat","Yukaghir","Yuracaré","Zamucoan","Zuni"
"",0,1801.82973712414,9322.58787309096,2657.50423342783,12665.7121897527,8078.88443450684,10677.1672892186,10385.3600977428,10998.2741248567,10599.479626237,10663.8886790049,10613.1172131392,14552.4881064786,12701.2697474383,10243.5976764194,4320.45314476145,5435.05781114835,4910.82892828482,13645.3810202211,11447.5763151316,5704.14806642115,13598.33562726,4818.81023106928,12080.5573710875,10547.6699698453,6711.42257497164,13081.266948277,10279.2674044331,10636.6557896237,10356.3158088192,9989.50358739903,2495.673760191,13479.5546201156,12254.0875680914,13177.6580467852,12949.9928846528,12665.1679697956,13966.9541892902,12836.7518063363,13157.5923805024,14382.9645406521,8340.67449122294,13549.9533288191,11463.3041988779,10010.619083716,9999.88912391644,10717.9452991801,5645.60016592779,10707.8958454769,3378.31653195445,10562.3082276803,9481.42761161292,10717.401185425,10577.2931844254,10793.0387329105,343.425926062789,11002.6625797092,10233.9689443729,10008.121466525,10704.8641047955,9855.74126064013,11184.2861237732,9985.34328634159,12645.2257861447,13216.0283655693,10858.7669507142,9511.04954287972,5682.65764738143,4190.80245647291,13236.539443068,9299.60617665756,1714.75157849656,13046.2864821819,7847.27134132143,12336.2835660881,11023.172756001,12850.1870250446,10569.8233645415,10198.010162059,12185.1120344079,1667.77653925605,10227.4235026498,14842.1094723283,10260.3544915689,9826.14685186116,10846.709319261,10818.5322708679,11273.3008624019,11442.7866587595,10281.0102131023,9360.00466766873,7162.25825891012,10253.9210234539,13938.0638729873,11325.6160300456,11281.3443238504,12680.3199668818,9946.53742418307,12378.6358062453,13495.1818338087,10416.8047001608,12922.7738124191,10680.8891957982,11442.4008104532,9663.95284109025,6068.29353412884,11325.6148432987,10553.6053404776,13194.0484154043,10135.3471073714,13537.1480333186,9374.2935093243,7048.01873055211,10269.6559087669,10320.5877858719,3082.86793609755,9486.97005570278,10623.2126511581,13473.9817521699,13219.3449887747,9405.34952023137,12857.520871144,1557.33248168279,12650.5525561572,10290.0957720023,10548.1719267454,10201.0701472344,7598.74953330999,8797.86389099916,2798.62230574031,10442.2349166016,10550.1353941823,12192.2033499243,10367.1397681379,13828.3820253547,13333.0110838066,10759.7110907375,11080.44405321,13451.4263078365,10467.4056384921,10310.3152463747,10893.5785294713,13317.5525815684,10718.6471822977,11215.7018563757,13789.8524919926,12456.0742028915,12253.5541386001,10926.1374683853,10369.1599945266,13576.5074409335,3930.61521218071,11338.6666363889,10165.3284851071,12450.3475896044,10313.2715302431,10214.7467766298,10494.9780774866,13371.3214199435,5347.29622018918,10272.3287077374,10228.8947035884,5558.10026700905,9420.90888430725,10689.1740688012,10783.410869385,5689.32838968441,8370.94970832299,9503.22503641442,11452.7337876139,10826.2995018584,9061.31625893191,10085.1170549487,12176.2390158071,11943.1812114095,11016.6249185101,13084.4101165043,6519.26910264264,12618.7156177155,10820.6519567023,2330.16377477635,4062.58260902614,13661.4720741015,10275.8607268377,13463.4735767037,11336.2927136286,10484.3792488103,13601.4164667328,9284.82584418785,9470.76991339846,10781.6799672016,10388.304845184,14343.9251133306,12036.6461742357,11344.2635882841,9762.46819058995,4755.24172746173,10312.8339518391,10653.8721799095,7774.96369075099,13304.1563145227,12935.795976552,12626.9045127175
"Abkhaz-Adyge",0,0,10154.5351198315,2910.89347752515,11933.4829215374,7610.00273632878,11396.4773855316,11150.0923287929,11759.532078482,11428.660370854,11389.4155943591,11361.2761559636,14497.795701616,11668.9397157062,8620.73161611897,5127.18260765108,6327.46926846392,5911.32612445632,12896.7247329389,12041.92873159,5305.72854940488,12271.8763060199,3419.70652723854,12673.3357379687,11331.7532031361,7553.150021757,11931.2769734609,11031.1583450142,11432.5866159862,11236.9704054372,10769.7225419695,2953.34203590595,12171.5485346295,11152.0321320988,12378.3431335228,12112.7323424962,11274.1696971775,12768.9026959317,12245.5749930083,11760.1839508974,14829.7235956632,7213.44632470067,12255.1635649349,12230.0407760338,10841.182965098,10817.9853171424,11546.215838683,5264.51717394895,11539.0123775756,4866.66877965607,11339.7178349003,10313.9775156577,11502.6283444505,11374.6224013364,11648.9977955363,1459.22088777378,11784.7172771696,10989.5150580428,8366.75892265334,11497.1690113183,10664.4919327998,11955.8857644197,10752.4558283412,11352.8931453937,12853.9608472456,9212.15858632863,10329.2564612621,6249.8876020037,4906.41091165411,12059.8155753371,10171.8540179438,1542.2006065294,12254.2019037413,7718.34631951867,11094.4167257849,11805.8776673566,11629.9464069042,11382.2466098418,10976.5531748415,10461.6027866314,142.328163405824,10996.6421190595,15205.5288508259,11120.4362637285,10656.5842124473,11641.6823473493,11636.9485879073,12054.737373156,12058.8803661444,11180.9075642715,10226.9263287671,7049.43705721663,11031.3396125681,13357.6461803424,11889.5046368946,12075.7218728331,11911.9748570083,10745.4396522835,12955.6373116097,12702.3855665031,11182.3739266725,12503.4621673379,11403.102554408,12223.0758535446,10533.51625111,5632.56182422161,12110.7089016159,11432.4483960543,12744.2647045986,10887.3453263209,11855.1474549159,10216.5977317113,5397.73213560207,11032.576513559,11229.5664039284,2725.24225676814,10363.175311529,11493.3435526864,12672.1779923104,12432.1453109225,10229.0634246434,11670.9222347386,458.026100651633,11927.3135313387,11059.9546075706,11282.4392232479,10949.8708822764,6898.07548419871,9683.82265571313,3669.91177016346,11178.8079054613,11337.2988193158,11729.1915601814,11126.443902666,12073.9187318104,12007.7695861065,11621.0722935413,12418.0136571992,12505.9610890146,11230.5842434662,11074.0592442104,11662.1123934376,12174.4264947354,11459.5304061104,12009.3601255689,13744.979246168,11238.4708047691,10979.4241698302,11712.1886356849,11148.304865378,12265.9573916686,4218.99295286743,9636.93752626543,10937.8524245316,13016.2957835371,11072.0973659253,10958.8441064893,11244.696430951,11575.4950128822,5861.55762465766,11009.7721896681,11050.560308973,5152.3711932703,10283.153962871,11528.8228430821,11609.489223435,6402.10178645961,9584.3460223965,10367.2391803843,12040.6029772809,11599.0541846771,10171.8425072712,10843.5177015161,12774.530024363,11304.7965791842,9343.27200860748,11872.2316319838,6032.62289907634,11992.8594316422,11610.9582673582,1565.70102375812,2426.34088415404,12971.7822489481,11044.7735481904,11666.8502612155,9646.65816869037,11245.450540604,12339.1506164495,10143.5061147185,10358.0697082951,11552.3341472759,11143.1841944751,14968.9719755316,10906.4023756145,12112.8184451687,10558.5969749412,3706.42964868325,11088.9705773391,11388.5239215399,6588.85796896539,12603.9731781843,12383.4007765637,10829.042091546
"Abun",0,0,0,11861.495789986,17983.6573852662,5021.49768940079,1381.35041894882,1070.94278452578,1676.95042227169,1285.72373835213,1364.09750794262,1301.30524649772,15036.0902922393,17970.399904332,10203.2697522972,12329.3286456636,3899.19385824462,12130.0548995115,17022.4231032918,2218.44510636068,14965.5637286558,16635.0374156369,13432.8378485756,2811.54724916117,1225.57989340648,2628.8209792175,17453.7192931305,976.573200697808,1314.27468965789,1084.20411321982,677.970985015237,7208.52286086536,16774.594943889,18232.1078029094,17533.9912227183,17786.2538528107,17009.9072140774,16602.0149967603,17601.4935387119,16703.9522447007,13989.4739278224,7463.41754963195,16755.7084863719,2140.79979312305,692.808200513905,677.96241771791,1404.72754209752,14900.9543152634,1395.94810045654,6225.22936171555,1241.13700076764,160.419373155059,1394.83838457207,1254.88370441659,1497.28468339072,9498.0367459488,1680.15706238848,930.500217428611,10344.5407517409,1382.39162729945,533.769802866842,1861.69825073362,685.261827822087,17402.8075102881,16794.0025329603,10430.0160123891,191.060956231431,3924.86040404149,5263.01717455577,17271.8802002268,162.077787170944,11009.060570345,17661.1197637068,3968.83848088505,17768.2518257696,1700.72578333003,17481.9859294201,1249.79690857775,881.328663553399,11240.0181633554,10051.2173200021,914.823790827287,13908.6263226202,965.931114189669,506.822311278439,1524.84121035086,1502.09375627772,1951.36002989206,2192.04838379391,1037.04901258505,151.036444795365,4262.31535784149,936.592071771362,16535.4982660405,2145.39583318854,1961.40104106128,18008.4332985944,626.225757833259,3106.20338755042,17209.1778707837,1101.29659966232,17168.8455243501,1382.75704550887,2120.97082323414,393.258281608901,15331.2604875909,2004.30320874719,1278.25486231737,17001.7965292402,840.534819832577,14973.4812900995,70.7459839622166,14269.9333227812,959.526161983194,1089.98436031778,7637.03839566637,258.995068996052,1338.8815457395,17236.7735327533,17483.0918159262,85.8077251855941,17560.5654331728,9704.69476872369,17987.5230013477,975.44942777767,1246.92973488086,905.205978678397,5967.96140237593,546.579896185683,11405.5316779735,1143.97666703312,1227.75320843271,17865.10585048,1056.09009861872,14147.289088696,16832.8082119952,1468.03308444916,3027.27020874225,17299.3577236437,1151.89305850589,998.40565099965,1571.80665607498,17260.6919048734,1407.80899709647,1895.26503013827,15602.0896876847,17770.4904669044,17699.5587915597,1603.70328504523,1049.43500752775,16694.460833337,12863.4968529936,10976.8322171818,852.676332533591,3181.86036448962,1004.2549581406,922.577516157833,1185.60582883807,12485.9643791566,4321.37216863195,982.978342864684,909.261704911141,14830.1395546244,166.976648122707,1381.68140592672,1469.74131484454,3753.35079248742,1812.97582423279,236.40192331038,2230.19986696878,1504.32684459755,1180.77366753985,787.227861461277,2899.00605778423,18508.351745612,10679.1431316162,17321.3409477912,5696.11410992224,17867.7310123671,1498.27407910045,8744.46430109359,9966.39246074154,16946.5838789804,962.065753009404,13386.0764646395,10851.0580711045,1169.43881171458,16792.8958190288,110.025111004364,285.052866833899,1460.20919647804,1079.23225792651,13541.9599977312,18316.6574134475,2021.69921540619,448.544798312743,8045.59976155289,994.944534310995,1348.42009273815,7783.6813329274,17313.1352131477,17437.7810727988,12645.7069758504
"Afro-Asiatic",0,0,0,0,10052.3244135491,10453.1304658132,13238.7834629943,12932.4385340042,13531.6343784763,13106.7808151952,13222.980731478,13162.7841463615,11966.4400407457,10222.3263087376,10923.1360360875,2287.6338066827,8031.49364661648,3146.92598358738,11023.0385709844,14044.0664119316,3106.0454622387,11330.975519907,3489.68108612012,14664.5891050662,13081.0378719381,9300.07693620271,10672.49135552,12834.8783719172,13161.4229221511,12840.0542344972,12538.3205421222,5114.53564379931,11198.3379760875,9838.99982550004,10577.0119563211,10366.8378908576,10528.0470300966,11560.2629335207,10191.4351093085,11000.8426897282,12024.1366863333,10078.2222440974,11251.2813892508,13980.3159929162,12533.3035772389,12529.4759850092,13222.2975264419,3042.77317903577,13210.8852562036,5671.666717503,13098.7345018676,12016.2703611958,13245.7114919521,13102.9066963619,13278.3973664007,2597.65339721594,13524.8130705656,12788.8976014455,10640.5995584958,13229.7325462548,12393.6734143179,13706.9362860673,12540.426321923,10388.8287917608,10560.738173069,11422.7926305724,12052.3950382717,8338.19257577503,6843.15145486969,10843.1104681631,11817.9984035206,1373.2299431143,10445.460971426,10398.5587563225,10041.4078436523,13544.3833317416,10511.2717751328,13087.4236619333,12742.7942319598,12335.9632192745,2898.34302774681,12776.0393109625,12442.5716769962,12759.4763472127,12353.6187116234,13366.1947028804,13325.6138907057,13787.8537048688,14031.2765873489,12754.9237686968,11879.7523912281,9712.17484714309,12797.9291506308,11285.1162545969,13934.5601075339,13788.2431259653,10077.6841239449,12487.2339762701,14962.0289626234,10887.2722700699,12962.7281095579,10265.2775526254,13241.1077030794,13952.149019536,12174.2611211153,3472.51999481556,13836.4849612265,13032.2630111561,10536.6175721358,12694.0853558164,11924.9623432878,11906.7175462907,5913.18690676906,12820.3058578529,12787.3154518268,5419.06266314822,11998.2666161197,13105.144983183,10869.1931740545,10614.1422777086,11946.424028563,10488.04365568,3138.60045925773,10034.8386982686,12836.9376402152,13105.8733112072,12759.8304731583,9795.26934612669,11321.543892992,1146.33666387191,13001.2538199281,13081.8385980888,9536.79715970277,12917.2576238415,12487.2950676501,11078.2535703639,13242.768283191,13069.6262360728,10903.3633340973,13013.2841447528,12859.6313164836,13425.9561130431,10894.3265904025,13269.2826235384,13725.0540580392,11196.6122168763,10131.9841025178,9996.37378070659,13448.2716614264,12909.5267151702,11293.0276106898,1344.58044581366,11655.367146342,12713.7952849486,15036.4766345621,12864.8619314161,12775.3403967276,13046.6825448567,12844.5274588906,8004.79963086816,12834.6664906211,12750.6657385975,2968.76039073569,11941.6386010704,13187.6923489029,13287.0898615139,8327.90549864689,10664.1659782687,12020.8718218236,14051.442884159,13358.2678047912,11421.0948300007,12642.0258216114,14755.7592841743,9314.35663414293,11472.2783902485,10727.8917210036,8865.05661449006,9980.83343966811,13343.4195908869,4357.47415105252,5109.64771870696,11025.8195177337,12823.4946244531,12524.2761503744,11705.1545022584,13030.8781864436,11267.8636163008,11810.8913393846,11976.1862420872,13315.9192556234,12940.036494943,12104.6085167041,9652.1455508508,13863.8773741555,12308.8171539742,6616.96239705675,12856.0632969219,13208.9773414165,9440.07605237475,10674.5831180887,10285.0230052984,12130.8006497822
"Aikanã",0,0,0,0,0,15947.7443285792,16709.4881450283,16979.0485165103,16363.4617591902,16712.4281851658,16720.0596975594,16759.5604831215,3089.97066047373,1155.63767635712,10391.7616209121,9183.75515402125,18081.1231620832,9162.55478950829,983.089249390769,15961.6416444299,6963.56321943137,2475.58453141491,8648.79293975081,15327.4236759632,16802.1467998678,19308.6944918804,1639.41149872865,17093.9967535944,16703.6357072016,16899.453363216,17366.7096790887,14872.6415123432,2372.92600387932,1575.32502148513,540.502891080341,450.47168785353,2812.67530720157,2078.80530523703,556.773704267131,2791.24170673972,4303.29597561043,13518.613996376,2325.52231253384,15891.1712498023,17300.2272771839,17323.4678131268,16594.5375265401,7023.31047392544,16601.9816716275,15494.8674632098,16792.2023860241,17825.3054266382,16630.4530906731,16762.232136327,16492.444561076,12519.5514946796,16345.4446046281,17137.4476488091,10333.6488468593,16637.8123315844,17476.7489599073,16169.4305047192,17380.4179181343,2317.47796114581,1465.734058386,9992.73507627994,17811.9016093822,18163.3998240845,16805.2872388205,1768.56920827735,17951.337456023,11015.1775819063,415.280544788107,17100.0699581263,2157.57617305126,16324.3320300856,1949.67282240488,16757.2458564966,17158.1543257521,8823.42102898398,12034.7002993394,17135.1565661304,4280.71744267335,17019.097414222,17484.48555667,16493.0635658039,16502.3823102246,16073.2033060247,15965.1435534502,16949.2313995095,17900.1777072585,17145.9274055645,17102.6965167307,1457.42388788604,16082.374678861,16056.0071818293,132.036568154487,17394.6268798291,15029.6865189094,835.599794767764,16946.8168771531,1163.03109694355,16704.4377167309,15903.2959299647,17597.9682657107,6598.48323719717,16017.9886647675,16705.849927214,1185.65298996376,17239.0155026679,4629.61146172891,17919.5710634066,7578.69157510233,17096.8152845772,16897.9405431911,14439.2297498329,17762.4210934737,16646.6146850167,819.853164176779,566.998496173636,17911.1399798123,1797.9389330413,12381.4020837848,34.3915308113642,17071.5935627764,16832.5183724367,17174.650030784,15207.976061378,18410.4144705141,10338.172873183,16938.1792390178,16797.3825968679,1018.04486038258,17000.8875447297,5393.61793457786,2436.63751170693,16520.0904741463,15222.8622816576,1040.98746695643,16897.3781162699,17055.3098734111,16464.4284863521,1646.96646261206,16657.1412312496,16122.6278389226,2678.93223750763,2010.06234206037,2336.08825642893,16419.6944005921,16985.4391223043,2400.2160524937,8924.15264285933,9338.24044677509,17195.3916631325,14958.470426808,17055.4795876737,17163.5408078671,16877.7910516454,7247.82110775444,17765.4506782308,17109.0718169002,17090.7517570925,7108.44363212576,17847.0700574548,16612.6188210812,16530.8799080934,18325.3938524558,17703.1312457817,17763.7086329594,15956.5691927408,16529.4591328215,17604.8783626745,17285.6805486682,15230.850554306,763.523871340457,9714.22147974744,1907.28587395812,15857.1861323801,381.699247236921,16522.7892588059,13343.9164780204,12014.9147738513,1038.29935664557,17086.5771564256,6324.21309907055,9455.02305065995,16881.613084997,2196.61633680868,17985.6514707884,17761.648528026,16575.8127724951,16982.2831114678,4790.18729974273,1791.60245972853,16010.0823517853,17581.7812610503,13832.3862250787,17044.3082326098,16725.716695897,13386.1185053846,670.76461177386,729.996368425738,7349.7378937535
"Ainu",0,0,0,0,0,0,5331.50158112374,5313.39168914378,5670.45404330576,5662.40669199095,5344.16556228319,5389.83720969543,17179.4880095446,14792.4691750521,5557.1052717352,12399.2478212308,4772.05263799285,12923.8757137716,15883.13947804,5453.84620093235,12680.1947908941,13629.4487362911,9712.65511075214,5915.84222778974,5474.56774818343,4459.63950672926,14353.8288619812,5208.13544553313,5567.76749518944,5712.31407147601,5150.52926538427,5672.85761121391,13700.6438718134,14412.2077624485,15730.1729878511,15582.5555818805,13137.9120962287,14224.9521853327,16461.007183462,13207.9587794729,17591.7888119795,2478.70183983684,13770.8677524334,5988.48031624956,5345.14758360189,5293.78866063129,5727.9911117418,12658.2453605554,5732.0649952806,7041.89581459363,5460.00344716547,5094.62146387723,5578.77264263994,5537.89770681253,5868.98901084946,7997.4353857538,5742.25610989647,5195.46265355452,5615.42976789115,5595.59008223143,5185.58821561054,5822.46462255995,5101.09452493121,13630.9313430229,17178.9355661287,5978.21952505274,5053.98657243966,3777.95247922332,4788.78124934507,14258.455681932,5166.74785103586,9095.74482373303,15753.4853097173,1155.01958282721,13802.145780603,5757.21434599072,14008.4046112901,5586.34953972327,5256.84527244679,7251.21973343153,7594.01520191734,5240.02653537978,17149.6468334575,5585.17349043591,5251.07218432762,5689.92753957776,5753.28440212844,5911.65676915883,5514.10412920146,5743.37512077906,5172.1465135946,1397.79490317207,5283.78060421022,16355.0656494114,5277.80171700016,5959.02607493688,15816.0427056292,5195.92393285134,6102.56665333733,15745.6249099458,5334.36783404869,17038.6959331118,5343.48182823498,6019.08404029972,5320.0408634179,12932.9725893065,5957.2751342356,5813.96238886257,16909.4991037662,5128.20582151246,11459.5725537173,5083.75281074817,9530.99474163538,5241.40589383639,5798.17830040116,5053.09608270011,5264.11722280524,5821.66151546055,15715.4657877588,15773.6765404201,5026.71568342912,14160.6204770171,7323.92460458002,15979.2346754629,5277.3050366158,5303.76017118811,5153.35847746191,1005.67752707084,5023.25653839756,10874.1979959529,5248.93127006566,5486.70547285942,16858.2998453921,5284.03024437476,10783.0714271581,13598.0755581927,5868.64141167327,7955.1109021949,15198.3573751888,5355.34381899187,5267.214679315,5629.37940293229,14410.1949966884,5429.13601394087,5914.78843162753,17750.5383513433,13942.3090191549,13628.5443685089,5708.26033204899,5354.61419482205,13701.2024540391,11794.7578264537,6650.37509489575,5217.48167647336,6130.15298954334,5251.66008436836,5144.50325134618,5325.03209730373,8936.25327152393,3788.42078109906,5153.7913362296,5428.3569820278,12536.977014838,5180.86415880344,5751.1179380125,5758.91219552561,4176.48545142448,6281.67525727217,5224.55449301993,5438.70506801617,5602.21346020931,6049.44035526692,5123.45819254172,6003.16930328518,16174.6197733996,6259.67210035069,14082.6850046265,1588.14352499942,16328.5044571024,5658.25678617547,6098.60959589618,6050.319850242,16074.6151658568,5265.98241787645,9817.45457240722,6538.75438776042,5357.9407805053,13923.9861102619,5107.90425537702,5299.77799792197,5567.91619305668,5280.78940922051,17494.3108139172,14236.3309660014,5916.03923772983,5092.30282739782,4073.68285930461,5312.20548890598,5368.72108343571,2763.12823246759,16074.8639273824,16593.7284645671,8700.42569515455
"Ambakich",0,0,0,0,0,0,0,322.986921648347,380.494126843164,426.982894609872,25.8909369629759,121.489943446605,14017.0302779872,16591.2875721741,9886.16956032277,13643.7410613309,5242.46396138481,13365.7248156899,15727.1642732633,852.435497168553,16344.4025308864,15306.7832876061,14529.0078224037,1430.21833577719,268.437361763253,3966.05472682258,16090.0937555982,404.819907979906,295.814951198106,677.502090943906,703.558482870371,8481.5562045696,15446.5453609477,16896.1783640291,16215.1223339335,16447.8394982124,15822.6251323565,15226.2827088509,16432.9613922525,15451.4864761077,13163.8813494056,7583.60210336514,15418.1459721967,836.559612120688,753.741496687948,740.998763468671,432.920849709903,16280.3136683627,442.107905979024,7606.00995812943,240.081731899328,1231.17762899156,264.360683383139,307.670216838493,562.540643660232,10838.4002424747,432.91082512191,450.900323113455,10077.3009112398,288.770443933441,857.207868551864,573.728394026461,698.513224798599,16146.7319015422,15764.1193108637,9985.15170501074,1190.40722287664,5149.66871854274,6559.72870761633,15910.0971560902,1443.63009308517,12346.4323389042,16345.8053125549,4474.11292816945,16520.0731709464,451.840642979714,16159.7782302136,365.778082582202,507.992564901051,10531.6477092252,11302.8002195297,469.792393666244,12992.0462341523,652.265200914019,912.134845327603,358.556582582567,428.562690561934,675.603515584814,816.935524994097,774.921290473843,1381.76488450973,4942.1067691489,456.645296259488,15318.6117602519,815.958200434774,707.999139747328,16708.3148569346,762.269156000965,1725.35138329583,15893.8239449907,298.393257285619,16132.4887183165,12.2605681932526,836.113804105528,1115.4317872241,16710.5455542892,731.631230693072,625.613419324701,15912.3064345751,544.744176723408,13859.0704243583,1341.39220720656,14861.0744576619,423.830180997353,792.678922444566,8779.84200550501,1280.19427624786,589.065740492453,15917.3473301908,16170.347676647,1295.76284007528,16221.6526365972,10956.6716822511,16720.517085252,413.807114087142,135.312270814802,478.965807091806,6334.50140109589,1926.53757851543,12779.9782639249,237.671957655422,278.243482128716,16902.0885126892,330.620395934735,13048.6535459719,15523.1985057576,573.97363962615,2748.63726228161,15930.9438765112,253.82838729593,387.541339370482,307.725091495463,15888.5074676924,97.9842518652682,646.609827937866,14680.5487685767,16487.3329553379,16491.8612916294,383.110969211208,363.449715769603,15361.311951351,14240.1667084629,10433.9021686336,530.857933503114,1800.80963475882,379.032957485887,463.799204548782,204.994189610072,11544.2490998458,5535.38220879908,405.206268538115,564.831475094716,16207.3140617542,1320.27916120949,472.794086591234,443.388012488373,5038.75659691648,2941.96744906944,1248.06874175642,867.232652682741,271.201972927544,2156.59725491293,596.781440778651,1518.3055400025,17373.3889899115,10201.8762872987,15978.9829873465,6357.58265470605,16684.341823793,327.454207427262,9923.20498272208,10897.0321896309,15680.4843811744,425.285838475647,12393.5123736678,10309.0364202949,236.439090229068,15441.5800671041,1441.79817956852,1311.73823623374,236.887269317561,305.778265712748,12770.7254187254,17025.3086703583,722.481739821635,932.805719229923,8892.33989535998,403.713603940896,60.8158346466403,8024.07010001524,16047.8654193986,16293.3511597098,11830.4606036207
"Amto-Musan",0,0,0,0,0,0,0,0,616.514093043672,354.190621443083,301.793391161319,230.442321798698,14206.6273705992,16907.1641995063,10034.6178670737,13321.8835185256,4953.8495829417,13051.8648693542,15999.9631657835,1175.41844857757,16036.224559402,15629.7661806895,14336.9795552271,1744.70950308193,189.089768680719,3678.46596934866,16410.8362451173,123.952428456468,295.313679493833,459.90354155138,395.983823459346,8221.58310934485,15769.5259546021,17218.7347860347,16496.6014479744,16736.4593607246,16138.0069822818,15544.4766693462,16673.0943828634,15771.5637575322,13299.5545022538,7623.78576810137,15740.9939916623,1088.26865297124,431.292355741703,418.185037143972,443.554713037377,15971.4423740491,442.894884411279,7290.89057257113,191.287422278909,917.066852534115,354.232821012387,245.465166076783,580.556940629196,10553.4900698211,634.802938917988,161.298149260991,10215.7118331373,352.794644434356,540.216512446195,809.628111037125,402.246084599369,16467.6261312482,15964.8955156054,10161.0062651191,880.079034482915,4900.26677521235,6289.67273789255,16231.1711355131,1124.64541983384,12063.4436992343,16626.4185185082,4402.11951354478,16840.9264401208,655.963382700972,16482.7622619845,280.855062897683,189.764927059322,10761.9676417442,11052.9299009505,157.96124047023,13150.8001919607,384.605708515269,590.523142605916,494.629871946972,508.931083225583,906.220900547935,1138.96501523569,538.499109176164,1062.64026575208,4832.27083431506,135.501592100802,15566.8965754398,1134.17645614765,925.645714674919,16985.3033549688,445.830050849344,2037.53225391079,16173.4971147701,32.294168668995,16337.4619082399,321.560771066791,1075.89071438497,792.470696930036,16401.7329875927,961.746592599224,504.74248895544,16129.0728427846,263.229767027412,14163.2822834053,1027.06176753637,14818.7340701046,117.79491668462,574.021181143655,8562.0243280081,958.123072490692,508.316568366437,16198.4339052406,16449.7253856897,986.089661316775,16544.3239382065,10706.3276016921,16988.1464181872,95.5845637165383,189.840087216427,203.521591332626,6309.64135024429,1612.99069092728,12460.1677233706,117.310561199892,197.813424555049,17097.4752106484,29.8514033829337,13349.6102728896,15846.0112215343,570.757201265665,2679.6016064803,16231.7127651148,82.1718200726742,76.2669875530165,514.641000766889,16207.627491651,336.936597644215,859.268022278942,14847.6615591118,16809.7053274207,16810.1176217824,562.190213005198,56.9221705183128,15684.2494631834,13921.0379069936,10631.3892408941,220.042886513488,2113.54532278309,79.0807042567546,199.286687812947,118.295856629584,11818.8412892749,5290.09211448921,165.919396462058,258.189463301904,15901.0655214828,1000.88570863348,452.368069841951,494.290952534966,4770.51721628944,2627.8996419361,927.087453878372,1190.19104200453,449.77607684227,1848.46838668604,306.931122982583,1830.23838592436,17614.2833251472,10385.1926074878,16301.5777184062,6260.99691403618,16929.914688916,462.633234952881,9696.02833263356,10745.3448197038,15944.1875636169,109.522661393212,12677.8999286434,10505.9366681386,99.0303779598901,15763.8120427806,1125.51977486221,989.073391246234,403.297483197059,38.3336072070886,12890.8621176928,17348.1486751745,969.163377425145,624.459212924584,8758.07140571594,80.731897797581,280.808060483386,8038.03441686253,16312.3958391953,16526.459030836,12083.9091075614
