ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,dataset_ID,author,url,typedby,checkedby,notes,Subfamily,Dialect,Source,Chinese_name,Population,SubGroup,time_frame,Type,Coverage,Date,Transcriber,Region,Culture,Description,Orthography,Comment
mailu-baibara,"Mailu (Baibara Dialect)",baib1249,,mgu,Papunesia,,,Mailuan,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mailu-borebo,"Mailu (Borebo Dialect)",bore1246,,mgu,Papunesia,,,Mailuan,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mailu-darava,"Mailu (Darava Dialect)",dara1252,,mgu,Papunesia,,,Mailuan,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mailu-delebai,"Mailu (Delebai Dialect)",dere1243,,mgu,Papunesia,,,Mailuan,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mailu-domara,"Mailu (Domara Dialect)",doma1262,,mgu,Papunesia,,,Mailuan,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mailu-geagea,"Mailu (Geagea Dialect)",geag1239,,mgu,Papunesia,,,Mailuan,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mailu-ilai,"Mailu (Ilai Dialect)",ilai1239,,mgu,Papunesia,,,Mailuan,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mailu-island,"Mailu (Island Dialect)",isla1273,,mgu,Papunesia,,,Mailuan,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mairasi,Mairasi,nucl1594,,zrs,Papunesia,-3.4511,134.071,Mairasic,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
maiwa,Maiwa,maiw1251,,mti,Papunesia,-9.69836,149.274,Dagan,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
makasae,Makasae,maka1316,,mkz,Papunesia,-8.65843,126.507,Timor-Alor-Pantar,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
maklew,Maklew,makl1246,,mgf,Papunesia,-7.74424,139.273,"Bulaka River",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mala,Mala,mala1494,,ped,Papunesia,-4.35889,145.04,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
malas,Malas,mala1495,,mkr,Papunesia,-4.76685,145.621,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
male,Male,male1291,,mdc,Papunesia,-5.49975,145.757,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mali-arambum,"Mali (Arambum Dialect)",mali1284,,gcc,Papunesia,-4.71826,152.214,Baining,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mali-makunga,"Mali (Makunga Dialect)",mali1284,,gcc,Papunesia,-4.71826,152.214,Baining,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mamaa,Mamaa,mama1277,,mhf,Papunesia,-6.35558,146.576,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
manambu,Manambu,mana1298,,mle,Papunesia,-4.19082,142.862,Ndu,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
manat,Manat,payn1244,,,Papunesia,-4.94303,144.879,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mander,Mander,mand1443,,mqr,Papunesia,-2.29479,138.751,Tor-Orya,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mandobo-atas,"Mandobo Atas",mand1444,,aax,Papunesia,-5.69357,140.624,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mandobo-atas-yonggom,"Mandobo Atas (Yonggom Dialect)",mand1444,,aax,Papunesia,-5.69357,140.624,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
manem,Manem,mane1266,,jet,Papunesia,-2.99145,141.02,Border,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
manikion,Manikion,mani1235,,mnx,Papunesia,-1.49611,133.95,"East Bird's Head",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mape,Mape,mape1249,,mlh,Papunesia,-6.59318,147.682,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mape-east,"Mape (East Dialect)",mape1249,,mlh,Papunesia,-6.59318,147.682,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mape-naga,"Mape (Naga Dialect)",naga1403,,mlh,Papunesia,,,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mape-west,"Mape (West Dialect)",mape1249,,mlh,Papunesia,-6.59318,147.682,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
marangis,Marangis,wata1253,,wax,Papunesia,-4.02591,144.583,"Lower Sepik-Ramu",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
marau,Marau,mara1397,,mvr,Papunesia,-1.66738,135.797,Austronesian,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
maria,Maria,mari1438,,mds,Papunesia,-9.92982,148.303,Manubaran,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
maria-maiagolo,"Maria (Maiagolo Dialect)",mari1438,,mds,Papunesia,-9.92982,148.303,Manubaran,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
maria-maranomu,"Maria (Maranomu Dialect)",mari1438,,mds,Papunesia,-9.92982,148.303,Manubaran,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
maria-uderi,"Maria (Uderi Dialect)",uder1239,,mds,Papunesia,,,Manubaran,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
marind,Marind,nucl1622,,mrz,Papunesia,-8.15651,140.009,Anim,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
marind-bian,"Marind, Bian",bian1251,,bpv,Papunesia,-7.35942,140.568,Anim,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
marind-gawir,"Marind (Gawir Dialect)",gawi1240,,mrz,Papunesia,,,Anim,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
matepi,Matepi,mate1260,,mqe,Papunesia,-5.13857,145.617,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mauwake,Mauwake,mauw1238,,mhl,Papunesia,-4.52416,145.394,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mawak,Mawak,mawa1266,,mjj,Papunesia,-4.61817,145.283,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mawan,Mawan,mawa1267,,mcz,Papunesia,-5.2219,145.589,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mawes,Mawes,mawe1251,,mgk,Papunesia,-2.36944,139.752,Mawes,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
maya,"Ma'ya",maya1282,,slz,Papunesia,-1.22329,130.909,Austronesian,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
maybrat,Maybrat,maib1239,,ayz,Papunesia,-1.3679,132.591,Maybrat-Karon,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mbaniata,Mbaniata,touo1238,,tqu,Papunesia,-8.58405,157.296,Touo,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mbaniata-lokuru,"Mbaniata (Lokuru Dialect)",bilu1245,,blb,Papunesia,-7.92388,156.663,Bilua,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mbilua,Mbilua,bilu1245,,blb,Papunesia,-7.92388,156.663,Bilua,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mbilua-ndovele,"Mbilua (Ndovele Dialect)",bilu1245,,blb,Papunesia,-7.92388,156.663,Bilua,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mbore,Mbore,bore1247,,gai,Papunesia,-4.08697,144.715,"Lower Sepik-Ramu",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mehek,Mehek,mehe1243,,nux,Papunesia,-3.70927,142.498,Sepik,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mekwei,Mekwei,mekw1241,,msf,Papunesia,-2.52264,140.326,Nimboranic,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mena,Mena,mena1240,,meb,Papunesia,,,Turama-Kikori,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mende,Mende,mend1268,,sim,Papunesia,-3.67233,142.683,Sepik,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
menya,Menya,meny1245,,mcr,Papunesia,-7.17425,146.071,Angan,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mesem,Mesem,mese1244,,mci,Papunesia,-6.56072,147.137,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
meyah,Meyah,meya1236,,mej,Papunesia,-1.18016,133.618,"East Bird's Head",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
meyah-akrin,"Meyah (Akrin Dialect)",meya1236,,mej,Papunesia,-1.18016,133.618,"East Bird's Head",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
meyah-anason,"Meyah (Anason Dialect)",meya1236,,mej,Papunesia,-1.18016,133.618,"East Bird's Head",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
meyah-etskebi,"Meyah (Etskebi Dialect)",meya1236,,mej,Papunesia,-1.18016,133.618,"East Bird's Head",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
meyah-miun,"Meyah (Miun Dialect)",meya1236,,mej,Papunesia,-1.18016,133.618,"East Bird's Head",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
meyah-mumbrani,"Meyah (Mumbrani Dialect)",meya1236,,mej,Papunesia,-1.18016,133.618,"East Bird's Head",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mian,Mian,mian1256,,mpt,Papunesia,-4.70881,141.523,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
miani,Miani,mian1254,,pla,Papunesia,-4.42116,145.276,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
migabac,Migabac,miga1241,,mpp,Papunesia,-6.33237,147.713,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
migum,Migum,kolo1267,,klm,Papunesia,-5.57832,146.212,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
minanibai,Minanibai,mina1274,,mcv,Papunesia,-7.61717,144.011,Anim,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mindik,"Somba-Siawari (Mindik Dialect)",buru1306,,bmu,Papunesia,-6.51663,147.333,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
minidien,Minidien,mini1253,,wii,Papunesia,-3.59408,142.33,"Nuclear Torricelli",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mitmit,"Yau (Mitmit Dialect)",yaum1237,,yuw,Papunesia,-6.08274,146.841,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
miyak,"Kyenele (Miyak Dialect)",kyen1243,,kql,Papunesia,-4.66964,143.855,Yuat,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mlap,Mlap,mlap1238,,kja,Papunesia,-2.57316,140.264,Nimboranic,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
moere,Moere,moer1240,,mvq,Papunesia,-4.62246,145.458,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
moi,Moi,moii1235,,mxn,Papunesia,-0.96532,131.52,"West Bird's Head",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mokorua,"Korafe (Mokorua Dialect)",kora1294,,kpr,Papunesia,-9.07,149.267,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
molof,Molof,molo1262,,msl,Papunesia,-3.41946,140.557,Molof,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
momare,Momare,moma1243,,msz,Papunesia,-6.3409,147.79,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mombum,Mombum,nucl1452,,mso,Papunesia,-8.27141,138.773,Mombum-Koneraw,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
momuna,Momuna,momu1241,,mqf,Papunesia,-5.04431,139.26,Somahai,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
moni,Moni,moni1261,,mnz,Papunesia,-3.72962,136.886,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
moni-kemandoga,"Moni (Kemandoga Dialect)",moni1261,,mnz,Papunesia,-3.72962,136.886,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mor,Mor,morb1239,,moq,Papunesia,-2.85747,132.845,"Mor (Bomberai Peninsula)",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mor-austronesian,"Mor (Austronesian)",morm1235,,mhz,Papunesia,-2.87055,135.95,Austronesian,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
moraid,Moraid,mora1239,,msg,Papunesia,-1.04083,131.965,"West Bird's Head",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
morawa,Morawa,mora1273,,mze,Papunesia,-10.1321,148.671,Mailuan,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
moresada,Moresada,more1258,,msx,Papunesia,-4.57497,144.988,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
morigi,Morigi,mori1271,,mdb,Papunesia,-7.62961,143.88,Kiwaian,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
morori,Morori,moro1289,,mok,Papunesia,-8.5692,140.688,Marori,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mosimo,Mosimo,mosi1248,,mqv,Papunesia,-4.95226,145.605,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
moskona,Moskona,mosk1236,,mtj,Papunesia,-1.62201,133.145,"East Bird's Head",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
moskona-merdey,"Moskona (Merdey Dialect)",mosk1236,,mtj,Papunesia,-1.62201,133.145,"East Bird's Head",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
motu,Motu,motu1246,,meu,Papunesia,-9.67492,147.424,Austronesian,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mountain-koiari,"Mountain Koiari",moun1252,,kpx,Papunesia,-9.06973,147.384,Koiarian,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mpur,Mpur,mpur1239,,akc,Papunesia,-0.7489,133.166,Mpur,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mpur-arfu,"Mpur (Arfu Dialect)",mpur1239,,akc,Papunesia,-0.7489,133.166,Mpur,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mpur-kebar,"Mpur (Kebar Dialect)",mpur1239,,akc,Papunesia,-0.7489,133.166,Mpur,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mubami,Mubami,muba1238,,tsx,Papunesia,-7.5501,142.998,Anim,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mulaha,Mulaha,mula1254,,mfw,Papunesia,-9.68333,147.45,Kwalean,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mum,Mum,mumm1238,,kqa,Papunesia,-4.83462,145.059,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
munggui,Munggui,mung1269,,mth,Papunesia,-1.66773,135.918,Austronesian,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mungkip,Mungkip,mung1272,,mpv,Papunesia,-6.46208,146.747,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
munit,Munit,muni1257,,mtc,Papunesia,-5.24329,145.548,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
mup,"Yau (mup Dialect)",yaum1237,,yuw,Papunesia,-6.08274,146.841,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
muratayak,Muratayak,mura1271,,asx,Papunesia,-5.74416,146.54,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
murik,Murik,muri1260,,mtf,Papunesia,-3.86959,144.166,"Lower Sepik-Ramu",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
murupi,Murupi,muru1273,,mqw,Papunesia,-5.0245,145.606,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
musak,Musak,musa1266,,mmq,Papunesia,-5.37407,145.197,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
musar,Musar,musa1265,,mmi,Papunesia,-4.70258,145.413,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
muyu-north,"Muyu, North",nort2916,,kti,Papunesia,-5.55319,140.84,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
muyu-south,"Muyu, South",sout2940,,kts,Papunesia,-6.01385,140.815,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
nabak,Nabak,naba1256,,naf,Papunesia,-6.42709,146.966,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
nabi,Nabi,nabi1239,,mty,Papunesia,-3.52828,142.329,"Nuclear Torricelli",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
nafri,Nafri,nafr1241,,nxx,Papunesia,-2.65036,140.727,Sentanic,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
nagatiman,Nagatiman,yale1246,,nce,Papunesia,-3.79762,141.566,Yale,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
nakai,Nakai,naka1265,,nkj,Papunesia,-5.19377,140.512,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
nakame,Nakame,naka1264,,nib,Papunesia,-6.41424,146.782,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
nakame-dzenzen,"Nakame (Dzenzen Dialect)",naka1264,,nib,Papunesia,-6.41424,146.782,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
nakame-gufin,"Nakame (Gufin Dialect)",naka1264,,nib,Papunesia,-6.41424,146.782,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
nakame-munguleng,"Nakame (Munguleng Dialect)",naka1264,,nib,Papunesia,-6.41424,146.782,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
nakame-popof,"Nakame (Popof Dialect)",naka1264,,nib,Papunesia,-6.41424,146.782,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
nakame-sikalan,"Nakame (Sikalan Dialect)",naka1264,,nib,Papunesia,-6.41424,146.782,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
nakame-sokan,"Nakame (Sokan Dialect)",naka1264,,nib,Papunesia,-6.41424,146.782,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
nakame-wasin,"Nakame (Wasin Dialect)",naka1264,,nib,Papunesia,-6.41424,146.782,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
nake,Nake,nake1240,,nbk,Papunesia,-5.09087,145.655,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
nalca,Nalca,nalc1240,,nlc,Papunesia,-4.26068,139.883,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
namia,Namia,nami1256,,nnm,Papunesia,-3.85538,141.788,Sepik,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
namo,Namo,namo1246,,mxw,Papunesia,-9.12416,141.824,Morehead-Wasur,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
namumi,"Fasu (Namumi Dialect)",fasu1242,,faa,Papunesia,-6.62687,143.284,Fasu,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
nangenuwetan,"Pinai-Hagahai (Nangenuwetan Dialect)",pina1252,,pnn,Papunesia,-5.12624,144.137,Piawi,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
nankina,Nankina,nank1250,,nnk,Papunesia,-5.80804,146.464,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
narau,Narau,kaur1271,,nxu,Papunesia,-3.39188,140.14,Kaure-Narau,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
ndom,Ndom,ndom1245,,nqm,Papunesia,-7.93553,138.019,Kolopom,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
nedebang,Nedebang,nede1245,,nec,Papunesia,-8.28776,124.192,Timor-Alor-Pantar,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
nek,Nek,nekk1240,,nif,Papunesia,-6.37697,146.841,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
nek-goambot,"Nek (Goambot Dialect)",nekk1240,,nif,Papunesia,-6.37697,146.841,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
nekgini,Nekgini,nekg1240,,nkg,Papunesia,-5.64364,146.253,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
neko,Neko,neko1240,,nej,Papunesia,-5.60034,146.306,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
nend,Nend,nend1239,,anh,Papunesia,-5.04271,144.886,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
ngaing,Ngaing,ngai1241,,nnf,Papunesia,-5.6513,146.343,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
ngala,Ngala,ngal1300,,nud,Papunesia,-4.26628,142.5,Ndu,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
ngalum,Ngalum,ngal1298,,szb,Papunesia,-4.67682,141.03,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
nimboran,Nimboran,nucl1633,,nir,Papunesia,-2.5803,140.179,Nimboranic,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
nimi,Nimi,nimi1240,,nis,Papunesia,-6.34065,146.679,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
nimo,Nimo,nimo1247,,niw,Papunesia,-4.3582,141.578,"Left May",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
ninggerum,Ninggerum,ning1274,,nxr,Papunesia,-5.43194,141.158,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
ningil,Ningil,ning1273,,niz,Papunesia,-3.49733,142.251,"Nuclear Torricelli",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
nobonob,Nobonob,nobo1238,,gaw,Papunesia,-5.06952,145.712,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
nomu,Nomu,nomu1240,,noh,Papunesia,-6.10429,147.5,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
north-barai,"Barai (North Dialect)",nucl1630,,bbb,Papunesia,-9.46246,147.899,Koiarian,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
northeast-kiwai-arigibi,"Northeast Kiwai (Arigibi Dialect)",arig1248,,kiw,Papunesia,,,Kiwaian,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
northeast-kiwai-gibaio,"Northeast Kiwai (Gibaio Dialect)",giba1246,,kiw,Papunesia,,,Kiwaian,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
northeast-kiwai-gope,"Northeast Kiwai (Gope Dialect)",kope1239,,kiw,Papunesia,,,Kiwaian,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
northeast-kiwai-urama,"Northeast Kiwai (Urama Dialect)",uram1241,,kiw,Papunesia,,,Kiwaian,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
nuk,Nuk,nukk1240,,noc,Papunesia,-6.40741,146.875,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
nuk-tamben,"Nuk (Tamben Dialect)",nukk1240,,noc,Papunesia,-6.40741,146.875,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
nuk-tunam,"Nuk (Tunam Dialect)",nukk1240,,noc,Papunesia,-6.40741,146.875,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
nukna,Nukna,nukn1238,,klt,Papunesia,-6.0177,146.969,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
nukna-hamelengan,"Nukna (Hamelengan Dialect)",nukn1238,,klt,Papunesia,-6.0177,146.969,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
numanggang,Numanggang,numa1254,,nop,Papunesia,-6.39311,146.719,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
numanggang-kawalang,"Numanggang (Kawalang Dialect)",numa1254,,nop,Papunesia,-6.39311,146.719,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
numanggang-tumung,"Numanggang (Tumung Dialect)",numa1254,,nop,Papunesia,-6.39311,146.719,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
obokuitai,Obokuitai,obok1239,,afz,Papunesia,-2.88029,137.924,"Lakes Plain",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
odiai,Odiai,odia1239,,bhf,Papunesia,-3.82276,141.336,Odiai,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
odoodee-hesif,"Odoodee (Hesif Dialect)",odoo1238,,kkc,Papunesia,-6.59222,142.486,"East Strickland",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
odoodee-kalamo,"Odoodee (Kalamo Dialect)",odoo1238,,kkc,Papunesia,-6.59222,142.486,"East Strickland",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
ogea,Ogea,ogea1238,,eri,Papunesia,-5.37766,145.71,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
oirata,Oirata,oira1263,,oia,Papunesia,-8.09044,127.201,Timor-Alor-Pantar,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
oksapmin-lower,"Oksapmin (Lower Dialect)",oksa1245,,opm,Papunesia,-5.20797,142.177,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
oksapmin-upper,"Oksapmin (Upper Dialect)",oksa1245,,opm,Papunesia,-5.20797,142.177,"Nuclear Trans New Guinea",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
olo,Olo,oloo1241,,ong,Papunesia,-3.2929,142.131,"Nuclear Torricelli",transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
omati,Omati,mouw1234,,jmw,Papunesia,,,Turama-Kikori,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
omie,"Ömie",omie1241,,aom,Papunesia,-9.03136,148.107,Koiarian,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
onabasulu,Onabasulu,onob1238,,onn,Papunesia,-6.30876,142.776,Bosavi,transnewguineaorg,,,,,,,,,,,,,,,,,,,,,
