ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,dataset_ID,author,url,typedby,checkedby,notes,Subfamily,Dialect,Source,Chinese_name,Population,SubGroup,time_frame,Type,Coverage,Date,Transcriber,Region,Culture,Description,Orthography,Comment
pAP,Alor-Pantar,alor1249,,,,,,Timor-Alor-Pantar,robinsonap,,,,,,,,,,,,,,,,,,,,,
Bl,Blagar,blag1240,,beu,Papunesia,-8.31787,124.251,Timor-Alor-Pantar,robinsonap,,,,,,,,,,,,,,,,,,,,,
Km,Kamang,kama1365,,woi,Papunesia,-8.26897,124.792,Timor-Alor-Pantar,robinsonap,,,,,,,,,,,,,,,,,,,,,
We,Wersing,wers1238,,kvw,Papunesia,-8.33936,124.932,Timor-Alor-Pantar,robinsonap,,,,,,,,,,,,,,,,,,,,,
Ke,Kaera,kaer1234,,jka,Papunesia,,,Timor-Alor-Pantar,robinsonap,,,,,,,,,,,,,,,,,,,,,
WP,"Western Pantar",lamm1241,,lev,Papunesia,-8.52787,124.057,Timor-Alor-Pantar,robinsonap,,,,,,,,,,,,,,,,,,,,,
Ki,Kui,kuii1254,,kvd,Papunesia,,,Timor-Alor-Pantar,robinsonap,,,,,,,,,,,,,,,,,,,,,
Ad,Adang,adan1251,,adn,Papunesia,-8.18958,124.448,Timor-Alor-Pantar,robinsonap,,,,,,,,,,,,,,,,,,,,,
Sw,Sawila,sawi1256,,swt,Papunesia,-8.29105,125.078,Timor-Alor-Pantar,robinsonap,,,,,,,,,,,,,,,,,,,,,
Nd,Nedebang,nede1245,,nec,Papunesia,-8.28776,124.192,Timor-Alor-Pantar,robinsonap,,,,,,,,,,,,,,,,,,,,,
Kl,Klon,kelo1247,,kyo,Papunesia,-8.40688,124.429,Timor-Alor-Pantar,robinsonap,,,,,,,,,,,,,,,,,,,,,
mandarin,Mandarin,mand1415,"Mandarin Chinese",,Eurasia,40.0209,116.228,Sino-Tibetan,satterthwaitetb,,,,,,,,,,,,,,,,,,,,,
baihong,Baihong,baih1238,Baihong,,Eurasia,,,Sino-Tibetan,satterthwaitetb,,,,,,,,,,,,,,,,,,,,,
biyue,Biyue,biyo1243,Biyo,,Eurasia,22.511,101.652,Sino-Tibetan,satterthwaitetb,,,,,,,,,,,,,,,,,,,,,
hani,Hani,hani1248,Hani,,Eurasia,22.67753,102.851673333,Sino-Tibetan,satterthwaitetb,,,,,,,,,,,,,,,,,,,,,
jinghpo,Jinghpo,kach1280,Jinghpaw,,Eurasia,25.4634,97.3278,Sino-Tibetan,satterthwaitetb,,,,,,,,,,,,,,,,,,,,,
jinuo,Jinuo,jino1236,Jino,,,,,Sino-Tibetan,satterthwaitetb,,,,,,,,,,,,,,,,,,,,,
kucong,Kucong,kuco1235,Kucong,,Eurasia,22.26,101.25,Sino-Tibetan,satterthwaitetb,,,,,,,,,,,,,,,,,,,,,
lahuna,"Lahu Na",naaa1244,"Na (Lahu)",,Eurasia,,,Sino-Tibetan,satterthwaitetb,,,,,,,,,,,,,,,,,,,,,
lahushi,"Lahu Shi",lahu1252,"Lahu Shi",,Eurasia,21.2078,100.97,Sino-Tibetan,satterthwaitetb,,,,,,,,,,,,,,,,,,,,,
lisu,Lisu,lisu1250,Lisu,,Eurasia,22.5488,94.0184,Sino-Tibetan,satterthwaitetb,,,,,,,,,,,,,,,,,,,,,
nasu,Nasu,nesu1235,Nesu,,,,,Sino-Tibetan,satterthwaitetb,,,,,,,,,,,,,,,,,,,,,
naxi,Naxi,naxi1245,Naxi,,Eurasia,27.5,100.0,Sino-Tibetan,satterthwaitetb,,,,,,,,,,,,,,,,,,,,,
nisu,Nisu,nisu1238,Nisu,,,,,Sino-Tibetan,satterthwaitetb,,,,,,,,,,,,,,,,,,,,,
nosu,Nosu,sich1238,"Sichuan Yi",,Eurasia,28.1947,102.121,Sino-Tibetan,satterthwaitetb,,,,,,,,,,,,,,,,,,,,,
nusu,Nusu,nusu1239,Nusu,,Eurasia,26.7292,98.8801,Sino-Tibetan,satterthwaitetb,,,,,,,,,,,,,,,,,,,,,
samei,Samei,same1240,Samei,,Eurasia,24.7859,99.9217,Sino-Tibetan,satterthwaitetb,,,,,,,,,,,,,,,,,,,,,
zaiwa,Zaiwa,zaiw1241,Zaiwa,,Eurasia,24.1726,98.3643,Sino-Tibetan,satterthwaitetb,,,,,,,,,,,,,,,,,,,,,
zaozou,Zaozou,zauz1238,Zauzou,,Eurasia,26.4572,98.8634,Sino-Tibetan,satterthwaitetb,,,,,,,,,,,,,,,,,,,,,
achanglongchuan,"Achang (Longchuan)",acha1249,"Longchuan Achang",,Eurasia,24.3479,97.7438,Sino-Tibetan,suntb,,,,,,,,,,,,,,,,,,,,,
anong,Anong,nung1282,"Nung (Myanmar)",,Eurasia,27.2887,98.7333,Sino-Tibetan,suntb,,,,,,,,,,,,,,,,,,,,,
atsizaiwa,"Atsi [Zaiwa]",zaiw1241,Zaiwa,,Eurasia,24.1726,98.3643,Sino-Tibetan,suntb,,,,,,,,,,,,,,,,,,,,,
baibijiang,"Bai (Bijiang)",biji1251,"Bijiang Bai",,,,,Sino-Tibetan,suntb,,,,,,,,,,,,,,,,,,,,,
baidali,"Bai (Dali)",dali1242,Dali,,Eurasia,,,Sino-Tibetan,suntb,,,,,,,,,,,,,,,,,,,,,
baijianchuan,"Bai (Jianchuan)",jian1239,Jianchuan,,Eurasia,26.538056,99.91,Sino-Tibetan,suntb,,,,,,,,,,,,,,,,,,,,,
bokarlhoba,"Bokar Lhoba",boka1249,Bokar-Ramo,,Eurasia,28.61433,94.066429,Sino-Tibetan,suntb,,,,,,,,,,,,,,,,,,,,,
burmesespokenrangoon,"Burmese (Spoken Rangoon)",mand1476,Mandalay-Yangoon,,,,,Sino-Tibetan,suntb,,,,,,,,,,,,,,,,,,,,,
burmesewritten,"Burmese (Written)",nucl1310,Burmese,,Eurasia,20.7926,93.9665,Sino-Tibetan,suntb,,,,,,,,,,,,,,,,,,,,,
darangtaraon,"Darang [Taraon]",diga1241,Tawra,,Eurasia,28.4993,96.8803,Sino-Tibetan,suntb,,,,,,,,,,,,,,,,,,,,,
ergongdanba,"Ergong (Danba)",horp1239,Horpa,,Eurasia,31.1026,101.72,Sino-Tibetan,suntb,,,,,,,,,,,,,,,,,,,,,
ersu,Ersu,ersu1241,Ersu,,Eurasia,29.2867,102.213,Sino-Tibetan,suntb,,,,,,,,,,,,,,,,,,,,,
guiqiong,Guiqiong,guiq1238,Guiqiong,,Eurasia,30.4803,102.128,Sino-Tibetan,suntb,,,,,,,,,,,,,,,,,,,,,
hanicaiyuan,"Hani (Caiyuan)",biyo1243,Biyo,,Eurasia,22.511,101.652,Sino-Tibetan,suntb,,,,,,,,,,,,,,,,,,,,,
hanidazhai,"Hani (Dazhai)",bika1249,Bika,,,,,,suntb,,,,,,,,,,,,,,,,,,,,,
hanishuikui,"Hani (Shuikui)",honi1244,Honi,,Eurasia,23.2074,101.886,Sino-Tibetan,suntb,,,,,,,,,,,,,,,,,,,,,
idu,Idu,idum1241,Idu,,Eurasia,29.4473,95.6472,Sino-Tibetan,suntb,,,,,,,,,,,,,,,,,,,,,
jingpho,Jingpho,jing1260,Jingpho,,,,,Sino-Tibetan,suntb,,,,,,,,,,,,,,,,,,,,,
jinuo,Jinuo,jino1236,Jino,,,,,Sino-Tibetan,suntb,,,,,,,,,,,,,,,,,,,,,
kamanmiju,"Kaman [Miju]",miju1243,Kman,,Eurasia,28.4732,97.0444,Sino-Tibetan,suntb,,,,,,,,,,,,,,,,,,,,,
lahublack,"Lahu (Black)",naaa1244,"Na (Lahu)",,Eurasia,,,Sino-Tibetan,suntb,,,,,,,,,,,,,,,,,,,,,
lisu,Lisu,lisu1250,Lisu,,Eurasia,22.5488,94.0184,Sino-Tibetan,suntb,,,,,,,,,,,,,,,,,,,,,
marulangsu,"Maru [Langsu]",lawn1238,"Lawng Hsu",,Eurasia,,,Sino-Tibetan,suntb,,,,,,,,,,,,,,,,,,,,,
muyaminyak,"Muya [Minyak]",muya1239,Muya,,Eurasia,29.8226,102.205,Sino-Tibetan,suntb,,,,,,,,,,,,,,,,,,,,,
namuyi,Namuyi,namu1246,Namuyi,,Eurasia,28.5909,101.898,Sino-Tibetan,suntb,,,,,,,,,,,,,,,,,,,,,
naxilijiang,"Naxi (Lijiang)",lich1241,Lichiang,,Eurasia,,,Sino-Tibetan,suntb,,,,,,,,,,,,,,,,,,,,,
naxiyongning,"Naxi (Yongning)",yong1270,"Yongning Na",,Eurasia,27.8,100.9,Sino-Tibetan,suntb,,,,,,,,,,,,,,,,,,,,,
nusubijiang,"Nusu (Bijiang)",nusu1239,Nusu,,Eurasia,26.7292,98.8801,Sino-Tibetan,suntb,,,,,,,,,,,,,,,,,,,,,
pumiqinghua,"Pumi (Qinghua)",qing1238,Qinghua,,Eurasia,,,Sino-Tibetan,suntb,,,,,,,,,,,,,,,,,,,,,
pumitaoba,"Pumi (Taoba)",taob1238,Taoba,,Eurasia,,,Sino-Tibetan,suntb,,,,,,,,,,,,,,,,,,,,,
qiangmawo,"Qiang (Mawo)",nort2722,"Northern Qiang",,Eurasia,32.2766,103.192,Sino-Tibetan,suntb,,,,,,,,,,,,,,,,,,,,,
qiangtaoping,"Qiang (Taoping)",taop1238,"Taoping Qiang",,Eurasia,,,Sino-Tibetan,suntb,,,,,,,,,,,,,,,,,,,,,
queyuyajiangzhaba,"Queyu (Yajiang) [Zhaba]",quey1238,Queyu,,Eurasia,30.3113,100.813,Sino-Tibetan,suntb,,,,,,,,,,,,,,,,,,,,,
sulungpuroik,"Sulung [Puroik]",bugu1245,"Bugung (Sulung)",,Eurasia,,,Sino-Tibetan,suntb,,,,,,,,,,,,,,,,,,,,,
tibetanamdoblabrang,"Tibetan (Amdo:Bla-brang)",,,,,,,,suntb,,,,,,,,,,,,,,,,,,,,,
tibetanamdozeku,"Tibetan (Amdo:Zeku)",,,,,,,,suntb,,,,,,,,,,,,,,,,,,,,,
tibetankhamsdege,"Tibetan (Khams:Dege)",kham1282,"Khams Tibetan",,Eurasia,31.9313,91.7062,Sino-Tibetan,suntb,,,,,,,,,,,,,,,,,,,,,
tibetanlhasa,"Tibetan (Lhasa)",utsa1239,Utsang,,Eurasia,,,Sino-Tibetan,suntb,,,,,,,,,,,,,,,,,,,,,
tibetanwritten,"Tibetan (Written)",clas1254,"Classic Tibetan",,Eurasia,,,Sino-Tibetan,suntb,,,,,,,,,,,,,,,,,,,,,
trungdulong,"Trung [Dulong]",drun1238,Drung,,Eurasia,28.00792,98.49449,Sino-Tibetan,suntb,,,,,,,,,,,,,,,,,,,,,
tsanglamotuo,"Tsangla (Motuo)",tsha1245,Tshangla,,Eurasia,27.3694,91.7741,Sino-Tibetan,suntb,,,,,,,,,,,,,,,,,,,,,
tshonamama,"Tshona (Mama)",dzal1238,Dzalakha,,Eurasia,27.7855,91.374,Sino-Tibetan,suntb,,,,,,,,,,,,,,,,,,,,,
tujia,Tujia,tuji1244,Tujia,,,,,Sino-Tibetan,suntb,,,,,,,,,,,,,,,,,,,,,
xumi,Xumi,shix1238,Shixing,,Eurasia,28.3895,100.4,Sino-Tibetan,suntb,,,,,,,,,,,,,,,,,,,,,
yidafang,"Yi (Dafang)",dafa1241,Dafang,,Eurasia,,,Sino-Tibetan,suntb,,,,,,,,,,,,,,,,,,,,,
yimile,"Yi (Mile)",axiy1235,"Axi Yi",,Eurasia,24.6009,103.713,Sino-Tibetan,suntb,,,,,,,,,,,,,,,,,,,,,
yimojiang,"Yi (Mojiang)",nort2718,"Northern Nisu",,Eurasia,24.408,102.456,Sino-Tibetan,suntb,,,,,,,,,,,,,,,,,,,,,
yinanhua,"Yi (Nanhua)",nanh1240,"Nanhua Lolopo",,Eurasia,,,Sino-Tibetan,suntb,,,,,,,,,,,,,,,,,,,,,
yinanjian,"Yi (Nanjian)",xish1235,"Xishanba Lalo",,Eurasia,24.8709,100.711,Sino-Tibetan,suntb,,,,,,,,,,,,,,,,,,,,,
yixide,"Yi (Xide)",yish1238,"Yishengzha Yi",,Eurasia,,,Sino-Tibetan,suntb,,,,,,,,,,,,,,,,,,,,,
rgyalrong,rGyalrong,maer1238,Maerkang,,Eurasia,,,Sino-Tibetan,suntb,,,,,,,,,,,,,,,,,,,,,
bena,Bena,bena1262,,,Africa,-9.26671,35.0364,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
bende,Bende,bend1258,,,Africa,-6.22082,30.5926,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
bondei1,Bondei1,bond1247,,,Africa,-5.10749,38.5079,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
bondei2,Bondei2,bond1247,,,Africa,-5.10749,38.5079,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
bungu,Bungu,bung1265,,,Africa,-8.32587,32.8801,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
chuka,Chuka,chuk1274,,,Africa,-0.27405,37.6116,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
dawida,Dawida,tait1250,,,Africa,-3.79347,38.57254,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
doe,Doe,doee1238,,,Africa,-6.25844,38.4902,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
embu,Embu,embu1241,,,Africa,-0.62822,37.5933,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
fipa,Fipa,fipa1238,,,Africa,-7.88963,31.3442,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
gusii,Gusii,gusi1247,,,Africa,-0.78872,34.76751,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
gweno,Gweno,gwen1239,,,Africa,-3.68407,37.6827,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
gweno1,Gweno1,gwen1239,,,Africa,-3.68407,37.6827,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
gwere,Gwere,gwer1238,,,Africa,1.11392,33.8227,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
hangaza,Hangaza,hang1260,,,Africa,-2.52347,30.7074,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
haya,Haya,haya1250,,,Africa,-1.70878,31.4846,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
hehe,Hehe,hehe1240,,,Africa,-7.71572,35.7255,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
ikizu,Ikizu,ikiz1238,,,Africa,-1.9915,34.3589,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
jita,Jita,jita1239,,,Africa,-1.62681,33.9141,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
kaheunn,Kahe.unn,kahe1238,,,Africa,-3.51412,37.5759,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
kambakitu,Kamba_kitu,kamb1297,,,Africa,-1.60827,37.9532,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
kambamach,Kamba_mach,kamb1297,,,Africa,-1.60827,37.9532,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
kami,Kami,kami1256,,,Africa,-6.71075,37.98,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
keniunn,Keni.unn,keni1245,,,Africa,,,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
kerebe,Kerebe,kere1283,,,Africa,-2.09315,33.5326,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
kibosho,Kibosho,,,,,,,,tls,,,,,,,,,,,,,,,,,,,,,
kiboshounn,Kibosho.unn,,,,,,,,tls,,,,,,,,,,,,,,,,,,,,,
kiha,Kiha,haaa1252,,,Africa,-3.77873,30.4894,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
kikuyu,Kikuyu,kiku1240,,,Africa,-0.29005,36.719,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
kilegi,Kilegi,,,,,,,,tls,,,,,,,,,,,,,,,,,,,,,
kimbu,Kimbu,kimb1242,,,Africa,-7.23023,33.6445,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
kimochiunn,Kimochi.unn,moch1256,,,Africa,-3.33743,37.3357,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
kinga,Kinga,nucl1379,,,Africa,-9.35868,34.2321,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
kiseri,Kiseri,,,,,,,,tls,,,,,,,,,,,,,,,,,,,,,
kiseriunn,Kiseri.unn,,,,,,,,tls,,,,,,,,,,,,,,,,,,,,,
kisi,Kisi,kisi1243,,,Africa,-9.93,34.4825,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
kivinza,Kivinza,vinz1238,,,Africa,-4.99312,30.5699,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
kuriamago,Kuria_mago,kuri1259,,,Africa,-1.50636,34.5049,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
kuriatari,Kuria_tari,kuri1259,,,Africa,-1.50636,34.5049,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
kutu,Kutu,kutu1263,,,Africa,-7.23789,37.8623,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
kwere,Kwere,kwer1261,,,Africa,-6.50666,38.4449,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
lambya,Lambya,lamb1272,,,Africa,-9.49372,33.15852,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
langi,Langi,lang1320,,,Africa,-4.71413,35.9517,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
lemaunn,Lema.unn,lema1242,,,Africa,,,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
luganda,Luganda,gand1255,,,Africa,0.66884,32.15153,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
luguru,Luguru,lugu1238,,,Africa,-6.86828,37.5557,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
lvhyia,Lvhyia,saam1283,,,Africa,0.3652,34.0335,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
lumasaaba,Lumasaaba,masa1299,,,Africa,1.05906,34.2829,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
lungwa,Lungwa,rung1255,,,Africa,-7.24959,31.7614,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
lusoga,Lusoga,soga1242,,,Africa,0.40456,33.3942,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
mabia,Mabia,mako1251,,,Africa,-10.9906,39.5133,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
machame,Machame,mach1266,,,Africa,-3.29385,37.0703,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
machameunn,Machame.unn,mach1266,,,Africa,-3.29385,37.0703,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
makonde,Makonde,mako1251,,,Africa,-10.9906,39.5133,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
malila,Malila,mali1279,,,Africa,-9.16619,33.339,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
mambaunn,Mamba.unn,vunj1238,,,Africa,-3.42531,37.5847,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
mambwe,Mambwe,mamb1296,,,Africa,-8.86817,31.2269,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
manda,Manda,mand1423,,,Africa,-10.3991,34.7424,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
maragoli,Maragoli,logo1258,,,Africa,0.09487,34.729,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
matengo,Matengo,mate1258,,,Africa,-11.554,35.0056,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
matumbi,Matumbi,matu1259,,,Africa,-8.53734,39.0409,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
mbunga,Mbunga,mbun1248,,,Africa,-8.19661,36.5362,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
kimbunga,Kimbunga,mbun1248,,,Africa,-8.19661,36.5362,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
meru,Meru,meru1245,,,Africa,0.26484,37.7396,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
meruimenti,Meruimenti,meru1245,,,Africa,0.26484,37.7396,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
merutig,Merutig,meru1245,,,Africa,0.26484,37.7396,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
mkuu,Mkuu,romb1244,,,Africa,-3.07772,37.5382,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
mkwaya,Mkwaya,kway1241,,,Africa,-1.80737,33.71,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
mpoto,Mpoto,mpot1240,,,Africa,-11.13767,34.71269,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
munyarwand,Munyarwand,,,,,,,,tls,,,,,,,,,,,,,,,,,,,,,
mwera,Mwera,mwer1248,,,Africa,-9.75639,38.8762,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
mwera1,Mwera1,mwer1248,,,Africa,-9.75639,38.8762,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
namwanga,Namwanga,nyam1275,,,Africa,-9.11261,32.3163,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
nata,Nata,ikom1245,,,Africa,-1.94989,34.5361,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
ndali,Ndali,ndal1241,,,Africa,-9.88948,33.6118,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
ndamba,Ndamba,ndam1239,,,Africa,-8.40485,36.0271,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
ndari,Ndari,,,,,,,,tls,,,,,,,,,,,,,,,,,,,,,
ndengeleko,Ndengeleko,nden1248,,,Africa,-7.54628,38.958,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
ngindo,Ngindo,ngin1244,,,Africa,-9.78145,37.9832,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
ngoni,Ngoni,ngon1269,,,Africa,-11.7794,37.4118,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
ngoreme,Ngoreme,ngur1263,,,Africa,-1.8485,34.6173,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
nguungulu,Nguungulu,ngul1246,,,Africa,-5.79734,37.6823,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
npare,N_pare,asut1235,,,Africa,-4.17978,37.8323,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
ntuzu,Ntuzu,suku1261,,,Africa,-3.16082,32.8765,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
nyakyusa,Nyakyusa,nyak1260,,,Africa,-9.71018,33.7763,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
nyamwezi,Nyamwezi,nyam1276,,,Africa,-5.08559,32.94452,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
nyaturucha,Nyaturucha,nyat1246,,,Africa,-5.12263,34.6657,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
nyaturuwil,Nyaturuwil,nyat1246,,,Africa,-5.12263,34.6657,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
nyiha,Nyiha,nyih1240,,,Africa,-9.4472,32.9057,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
nyiramba,Nyiramba,nila1242,,,Africa,-4.50002,34.3068,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
pangwa,Pangwa,pang1287,,,Africa,-9.96782,34.8039,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
pimbwe,Pimbwe,pimb1238,,,Africa,-6.81358,31.4289,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
pogoro,Pogoro,pogo1243,,,Africa,-8.72283,36.4148,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
kipogoro,Kipogoro,pogo1243,,,Africa,-8.72283,36.4148,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
protobantu,Proto-Bantu,,,,,,,,tls,,,,,,,,,,,,,,,,,,,,,
rufiji,Rufiji,nden1248,,,Africa,-7.54628,38.958,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
rukiga,Rukiga,chig1238,,,Africa,-1.04387,29.9122,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
rundi,Rundi,rund1242,,,Africa,-1.44174,31.3191,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
rungu,Rungu,mamb1296,,,Africa,-8.86817,31.2269,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
rungwa,Rungwa,rung1255,,,Africa,-7.24959,31.7614,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
runyambo,Runyambo,nyam1277,,,Africa,-1.6096,30.9156,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
runyankore,Runyankore,nyan1307,,,Africa,-0.46364,30.548,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
runyoro,Runyoro,nyor1246,,,Africa,0.95294,31.3493,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
rutooro,Rutooro,toor1238,,,Africa,0.57291,30.6389,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
safwa,Safwa,safw1238,,,Africa,-8.54936,33.4766,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
sambaa,Sambaa,sham1280,,,Africa,-4.8,38.29,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
samialugwe,Samialugwe,saam1283,,,Africa,0.3652,34.0335,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
sangu,Sangu,sang1330,,,Africa,-8.4,33.9,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
shashisiz,Shashi_siz,ikiz1238,,,Africa,-1.9915,34.3589,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
shubi,Shubi,shub1238,,,Africa,-2.97663,31.0681,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
siha,Siha,mach1266,,,Africa,-3.29385,37.0703,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
sihaunn,Siha.unn,mach1266,,,Africa,-3.29385,37.0703,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
sonjo,Sonjo,temi1247,,,Africa,-2.19303,35.8035,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
spare,S_pare,asut1235,,,Africa,-4.17978,37.8323,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
suba,Suba,suba1238,,,Africa,-0.95719,34.1033,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
sukuma,Sukuma,suku1261,,,Africa,-3.16082,32.8765,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
sumbwa,Sumbwa,sumb1240,,,Africa,-3.47335,31.9457,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
tharaka,Tharaka,thar1283,,,Africa,-0.13221,38.073,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
tuveta,Tuveta,tave1240,,,Africa,-3.41822,37.7061,Atlantic-Congo,tls,,,,,,,,,,,,,,,,,,,,,
