"","row","col","edge","index","group","group_label","type","Abkhaz-Adyge","Afro-Asiatic","Arawakan","Atlantic-Congo","Austroasiatic","Austronesian","Barbacoan","Boran","Cariban","Chibchan","Chocoan","Dogon","Dravidian","Guaicuruan","Hmong-Mien","Huitotoan","Indo-European","Mailuan","Matacoan","Mongolic","Nakh-Daghestanian","Nuclear Trans New Guinea","Nuclear-Macro-Je","Pama-Nyungan","Pano-Tacanan","Sino-Tibetan","Tai-Kadai","Timor-Alor-Pantar","Tucanoan","Tungusic","Tupian","Turkic","Uralic","West Bomberai"
"ANGER:SURPRISED","ANGER","SURPRISED",0.522201212997093,1,"emotion","Emotion","within",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ANXIETY:SURPRISED","ANXIETY","SURPRISED",0.784874300669325,1,"emotion","Emotion","within",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENVY:SURPRISED","ENVY","SURPRISED",0.514850159349583,1,"emotion","Emotion","within",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FEAR (FRIGHT):SURPRISED","FEAR (FRIGHT)","SURPRISED",0.888675048863912,1,"emotion","Emotion","within",0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
"GLOOMY:SURPRISED","GLOOMY","SURPRISED",0.503488402602903,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"GRIEF:SURPRISED","GRIEF","SURPRISED",0.682693664799042,1,"emotion","Emotion","within",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"HAPPY:SURPRISED","HAPPY","SURPRISED",0.427876705163866,1,"emotion","Emotion","within",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"HATE:SURPRISED","HATE","SURPRISED",0.468734407119216,1,"emotion","Emotion","within",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"HOPE:SURPRISED","HOPE","SURPRISED",0.415050185136529,1,"emotion","Emotion","within",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"JOY:SURPRISED","JOY","SURPRISED",0.224685672331494,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOVE:SURPRISED","LOVE","SURPRISED",0.503595213266664,1,"emotion","Emotion","within",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"PITY:SURPRISED","PITY","SURPRISED",0.513806422943429,1,"emotion","Emotion","within",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"PROUD:SURPRISED","PROUD","SURPRISED",0.412230831725401,1,"emotion","Emotion","within",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"REGRET:SURPRISED","REGRET","SURPRISED",0.561875822053979,1,"emotion","Emotion","within",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SAD:SURPRISED","SAD","SURPRISED",0.318468764807812,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SHAME:SURPRISED","SHAME","SURPRISED",0.59617970570713,1,"emotion","Emotion","within",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ANGER:WORRY","ANGER","WORRY",0.369936542168068,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANXIETY:WORRY","ANXIETY","WORRY",0.322734890894717,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENVY:WORRY","ENVY","WORRY",0.273491262348156,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"FEAR (FRIGHT):WORRY","FEAR (FRIGHT)","WORRY",0.395346170920577,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"GLOOMY:WORRY","GLOOMY","WORRY",0.0414747298229402,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRIEF:WORRY","GRIEF","WORRY",0.347236481462697,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"HAPPY:WORRY","HAPPY","WORRY",0.380568293817121,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"HATE:WORRY","HATE","WORRY",0.391469815549165,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"HOPE:WORRY","HOPE","WORRY",0.525656743369152,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"JOY:WORRY","JOY","WORRY",0.0749816792090729,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOVE:WORRY","LOVE","WORRY",0.451034299287503,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"PITY:WORRY","PITY","WORRY",0.306671880705866,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PROUD:WORRY","PROUD","WORRY",0.315818655847923,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"REGRET:WORRY","REGRET","WORRY",0.317405371750161,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAD:WORRY","SAD","WORRY",0.962336267066601,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"SHAME:WORRY","SHAME","WORRY",0.309138459487802,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SURPRISED:WORRY","SURPRISED","WORRY",0.256199751513595,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANGER:MERRY","ANGER","MERRY",0.389187821403438,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANXIETY:MERRY","ANXIETY","MERRY",0.371513948712274,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENVY:MERRY","ENVY","MERRY",0.280508738904033,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"FEAR (FRIGHT):MERRY","FEAR (FRIGHT)","MERRY",0.445960419490313,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"GLOOMY:MERRY","GLOOMY","MERRY",0.0847152364310915,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRIEF:MERRY","GRIEF","MERRY",0.397904419016323,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"HAPPY:MERRY","HAPPY","MERRY",0.558467915401111,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"HATE:MERRY","HATE","MERRY",0.333823948694482,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"HOPE:MERRY","HOPE","MERRY",0.431212460071438,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"JOY:MERRY","JOY","MERRY",0.292500132177113,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOVE:MERRY","LOVE","MERRY",0.583599912672561,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"PITY:MERRY","PITY","MERRY",0.354616660628699,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PROUD:MERRY","PROUD","MERRY",0.413169901003201,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"REGRET:MERRY","REGRET","MERRY",0.391983836397257,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAD:MERRY","SAD","MERRY",0.182899470218349,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"SHAME:MERRY","SHAME","MERRY",0.44577419066469,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SURPRISED:MERRY","SURPRISED","MERRY",0.240465543649164,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WORRY:MERRY","WORRY","MERRY",0.0968841269363352,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ANGER:DESIRE","ANGER","DESIRE",0.457430000291518,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANXIETY:DESIRE","ANXIETY","DESIRE",0.444948593595408,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENVY:DESIRE","ENVY","DESIRE",0.542210291822353,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"FEAR (FRIGHT):DESIRE","FEAR (FRIGHT)","DESIRE",0.460490683485794,1,"emotion","Emotion","within",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"GLOOMY:DESIRE","GLOOMY","DESIRE",0.259903768546608,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRIEF:DESIRE","GRIEF","DESIRE",0.486532488513464,1,"emotion","Emotion","within",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"HAPPY:DESIRE","HAPPY","DESIRE",0.722032851559292,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"HATE:DESIRE","HATE","DESIRE",0.460241631615234,1,"emotion","Emotion","within",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"HOPE:DESIRE","HOPE","DESIRE",0.65078180337815,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"JOY:DESIRE","JOY","DESIRE",0.58478060783003,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOVE:DESIRE","LOVE","DESIRE",0.796017621617322,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"PITY:DESIRE","PITY","DESIRE",0.55068500074841,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PROUD:DESIRE","PROUD","DESIRE",0.494387443258758,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"REGRET:DESIRE","REGRET","DESIRE",0.457619094953089,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAD:DESIRE","SAD","DESIRE",0.334650267890002,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"SHAME:DESIRE","SHAME","DESIRE",0.430461892608063,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SURPRISED:DESIRE","SURPRISED","DESIRE",0.401861512247961,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WORRY:DESIRE","WORRY","DESIRE",0.261426071066393,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MERRY:DESIRE","MERRY","DESIRE",0.436989716437369,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ANGER:GOOD","ANGER","GOOD",0.550283798185591,1,"emotion","Emotion","within",0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
"ANXIETY:GOOD","ANXIETY","GOOD",0.543401717793665,1,"emotion","Emotion","within",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
"ENVY:GOOD","ENVY","GOOD",0.500177738116641,1,"emotion","Emotion","within",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"FEAR (FRIGHT):GOOD","FEAR (FRIGHT)","GOOD",0.545244596946611,1,"emotion","Emotion","within",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0
"GLOOMY:GOOD","GLOOMY","GOOD",0.51376347771248,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"GRIEF:GOOD","GRIEF","GOOD",0.584883980409739,1,"emotion","Emotion","within",0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
"HAPPY:GOOD","HAPPY","GOOD",0.767760068500664,1,"emotion","Emotion","within",0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0
"HATE:GOOD","HATE","GOOD",0.528901001712237,1,"emotion","Emotion","within",0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"HOPE:GOOD","HOPE","GOOD",0.65283870954311,1,"emotion","Emotion","within",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"JOY:GOOD","JOY","GOOD",0.711387236840603,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LOVE:GOOD","LOVE","GOOD",0.741748903054055,1,"emotion","Emotion","within",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"PITY:GOOD","PITY","GOOD",0.654281004868272,1,"emotion","Emotion","within",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"PROUD:GOOD","PROUD","GOOD",0.677111252557105,1,"emotion","Emotion","within",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"REGRET:GOOD","REGRET","GOOD",0.670120735318533,1,"emotion","Emotion","within",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"SAD:GOOD","SAD","GOOD",0.521803468793769,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"SHAME:GOOD","SHAME","GOOD",0.579562841957077,1,"emotion","Emotion","within",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"SURPRISED:GOOD","SURPRISED","GOOD",0.553701615402668,1,"emotion","Emotion","within",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"WORRY:GOOD","WORRY","GOOD",0.533070884580693,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MERRY:GOOD","MERRY","GOOD",0.879366665588581,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"DESIRE:GOOD","DESIRE","GOOD",0.643682672095571,1,"emotion","Emotion","within",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ANGER:LIKE","ANGER","LIKE",0.458316557490234,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"ANXIETY:LIKE","ANXIETY","LIKE",0.521557285315626,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENVY:LIKE","ENVY","LIKE",0.540709018122715,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"FEAR (FRIGHT):LIKE","FEAR (FRIGHT)","LIKE",0.479549782510626,1,"emotion","Emotion","within",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"GLOOMY:LIKE","GLOOMY","LIKE",0.303943711228993,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"GRIEF:LIKE","GRIEF","LIKE",0.601381065180576,1,"emotion","Emotion","within",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"HAPPY:LIKE","HAPPY","LIKE",0.903703989099298,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"HATE:LIKE","HATE","LIKE",0.447533861211882,1,"emotion","Emotion","within",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"HOPE:LIKE","HOPE","LIKE",0.643944112123542,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"JOY:LIKE","JOY","LIKE",0.795102126695906,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LOVE:LIKE","LOVE","LIKE",0.944094179399657,1,"emotion","Emotion","within",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0
"PITY:LIKE","PITY","LIKE",0.714273262219641,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"PROUD:LIKE","PROUD","LIKE",0.65586333119245,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"REGRET:LIKE","REGRET","LIKE",0.57458303960921,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"SAD:LIKE","SAD","LIKE",0.368146070575374,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"SHAME:LIKE","SHAME","LIKE",0.549506630184805,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"SURPRISED:LIKE","SURPRISED","LIKE",0.383730990989525,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"WORRY:LIKE","WORRY","LIKE",0.308284867860991,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MERRY:LIKE","MERRY","LIKE",0.48696101503025,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"DESIRE:LIKE","DESIRE","LIKE",0.783161555480108,1,"emotion","Emotion","within",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"GOOD:LIKE","GOOD","LIKE",0.717351637688977,1,"emotion","Emotion","within",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"ANGER:BAD","ANGER","BAD",0.757741755537141,1,"emotion","Emotion","within",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
"ANXIETY:BAD","ANXIETY","BAD",0.642354040897919,1,"emotion","Emotion","within",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENVY:BAD","ENVY","BAD",0.606257226422553,1,"emotion","Emotion","within",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"FEAR (FRIGHT):BAD","FEAR (FRIGHT)","BAD",0.694179880549482,1,"emotion","Emotion","within",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"GLOOMY:BAD","GLOOMY","BAD",0.550126771160937,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"GRIEF:BAD","GRIEF","BAD",0.683400607024386,1,"emotion","Emotion","within",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0
"HAPPY:BAD","HAPPY","BAD",0.539953779527208,1,"emotion","Emotion","within",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
"HATE:BAD","HATE","BAD",0.737431732202095,1,"emotion","Emotion","within",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
"HOPE:BAD","HOPE","BAD",0.543086031800383,1,"emotion","Emotion","within",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
"JOY:BAD","JOY","BAD",0.46688297444686,1,"emotion","Emotion","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
